"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"22792","85.3944541898057","pp","208964.PA3745 (pp) 208964.PA4249","false","pp","208964.PA3745 (pp) 208964.PA4249","0.921","0.164","0.786","0.999",,"0.067","0.999","0.521"
"22793","281.78483255878143","pp","208964.PA3745 (pp) 208964.PA4665","false","pp","208964.PA3745 (pp) 208964.PA4665","0.277","0.669","0.224","0.657",,"0.066","0.974","0.649"
"22794","24.229483939411733","pp","208964.PA3745 (pp) 208964.PA4263","false","pp","208964.PA3745 (pp) 208964.PA4263","0.915","0.409","0.399","0.996",,"0.067","0.999","0.519"
"22795","56.32298284530345","pp","208964.PA3745 (pp) 208964.PA4671","false","pp","208964.PA3745 (pp) 208964.PA4671","0.34","0.168",,"0.964",,"0.066","0.982","0.174"
"22796","7.846716160789758","pp","208964.PA3745 (pp) 208964.PA4250","false","pp","208964.PA3745 (pp) 208964.PA4250","0.912",,"0.787","0.999",,"0.065","0.999","0.549"
"22797","35.824214178941524","pp","208964.PA3745 (pp) 208964.PA4251","false","pp","208964.PA3745 (pp) 208964.PA4251","0.883","0.297",,"0.996",,"0.065","0.999","0.646"
"22798","14.98770914610012","pp","208964.PA3745 (pp) 208964.PA4264","false","pp","208964.PA3745 (pp) 208964.PA4264","0.916","0.268","0.787","0.999",,"0.078","0.999","0.161"
"22799","15.889046400957346","pp","208964.PA3745 (pp) 208964.PA4741","false","pp","208964.PA3745 (pp) 208964.PA4741","0.445","0.441","0.659","0.994",,"0.08","0.999","0.634"
"22800","15.41973765636317","pp","208964.PA3745 (pp) 208964.PA4266","false","pp","208964.PA3745 (pp) 208964.PA4266","0.348","0.412","0.217","0.419",,"0.048","0.812","0.08"
"22801","358.0746878957371","pp","208964.PA3745 (pp) 208964.PA4744","false","pp","208964.PA3745 (pp) 208964.PA4744","0.087","0.521","0.399","0.659",,"0.069","0.973","0.734"
"22802","41.13392157955669","pp","208964.PA3745 (pp) 208964.PA4745","false","pp","208964.PA3745 (pp) 208964.PA4745","0.474","0.229",,"0.504",,"0.068","0.787",
"22803","51.46766286130943","pp","208964.PA3745 (pp) 208964.PA4932","false","pp","208964.PA3745 (pp) 208964.PA4932","0.299","0.284","0.376","0.964",,,"0.994","0.521"
"22804","6.7389782850657545","pp","208964.PA3745 (pp) 208964.PA4934","false","pp","208964.PA3745 (pp) 208964.PA4934","0.844","0.229","0.663","0.333",,"0.047","0.989","0.655"
"22805","31.201251990129844","pp","208964.PA3745 (pp) 208964.PA4267","false","pp","208964.PA3745 (pp) 208964.PA4267","0.914","0.553","0.787","0.999",,"0.074","0.999","0.874"
"22806","54.894669358368695","pp","208964.PA3745 (pp) 208964.PA4268","false","pp","208964.PA3745 (pp) 208964.PA4268","0.95","0.345","0.787","0.999",,"0.073","0.999","0.502"
"22807","18.453439475268436","pp","208964.PA3745 (pp) 208964.PA4935","false","pp","208964.PA3745 (pp) 208964.PA4935","0.079",,"0.4","0.333",,"0.048","0.78","0.47"
"22808","268.53238509841924","pp","208964.PA3745 (pp) 208964.PA4269","false","pp","208964.PA3745 (pp) 208964.PA4269","0.353","0.355",,"0.504",,"0.049","0.893","0.539"
"22809","11.403272792253762","pp","208964.PA3745 (pp) 208964.PA5315","false","pp","208964.PA3745 (pp) 208964.PA5315","0.801",,,"0.981",,"0.198","0.998","0.514"
"22810","319.6387335002521","pp","208964.PA3745 (pp) 208964.PA4270","false","pp","208964.PA3745 (pp) 208964.PA4270","0.808","0.37",,"0.504",,"0.049","0.956","0.355"
"22811","44.386848015947336","pp","208964.PA3745 (pp) 208964.PA5049","false","pp","208964.PA3745 (pp) 208964.PA5049","0.486",,,"0.639",,"0.166","0.865","0.231"
"22812","14.001331246806444","pp","208964.PA3745 (pp) 208964.PA4271","false","pp","208964.PA3745 (pp) 208964.PA4271","0.916","0.351","0.399","0.838",,"0.066","0.995","0.163"
"22813","24.56178072953021","pp","208964.PA3745 (pp) 208964.PA5316","false","pp","208964.PA3745 (pp) 208964.PA5316","0.739",,,"0.495",,"0.069","0.924","0.455"
"22814","151.03375066569373","pp","208964.PA3745 (pp) 208964.PA5569","false","pp","208964.PA3745 (pp) 208964.PA5569","0.744",,,"0.192",,,"0.792","0.075"
"22815","8.43287658700134","pp","208964.PA3745 (pp) 208964.PA4272","false","pp","208964.PA3745 (pp) 208964.PA4272","0.291","0.209",,"0.999",,"0.049","0.999","0.384"
"22816","39.17217281452705","pp","208964.PA3745 (pp) 208964.PA5570","false","pp","208964.PA3745 (pp) 208964.PA5570","0.845",,,"0.981",,,"0.998","0.372"
"22817","58.48071724879854","pp","208964.PA3745 (pp) 208964.PA4273","false","pp","208964.PA3745 (pp) 208964.PA4273","0.88","0.229",,"0.979",,"0.066","0.999","0.477"
"22818","113.9057950172698","pp","208964.PA3745 (pp) 208964.PA5337","false","pp","208964.PA3745 (pp) 208964.PA5337","0.413",,,"0.504",,"0.071","0.825","0.429"
"22819","15.101354903416938","pp","208964.PA3745 (pp) 208964.PA4274","false","pp","208964.PA3745 (pp) 208964.PA4274","0.893","0.28",,"0.996",,"0.066","0.999","0.281"
"22820","24.758521043153753","pp","208964.PA3745 (pp) 208964.PA4275","false","pp","208964.PA3745 (pp) 208964.PA4275","0.741","0.212",,"0.152",,"0.066","0.829","0.103"
"22821","11.311938983033176","pp","208964.PA3745 (pp) 208964.PA4432","false","pp","208964.PA3745 (pp) 208964.PA4432","0.922","0.442","0.789","0.999",,"0.151","0.999","0.163"
"22822","18.622098340865886","pp","208964.PA3745 (pp) 208964.PA4433","false","pp","208964.PA3745 (pp) 208964.PA4433","0.879","0.516",,"0.996",,"0.151","0.999","0.393"
"22823","55.08591806816196","pp","208964.PA3745 (pp) 208964.PA4463","false","pp","208964.PA3745 (pp) 208964.PA4463",,,"0.593","0.996",,"0.092","0.998","0.091"
"22824","2106.9757124080697","pp","208964.PA1564 (pp) 208964.PA2626","false","pp","208964.PA1564 (pp) 208964.PA2626",,,,,,,"0.845","0.845"
"22825","1824.8791312001504","pp","208964.PA1564 (pp) 208964.PA4422","false","pp","208964.PA1564 (pp) 208964.PA4422",,,"0.873",,,,"0.873",
"22826","102.62925497846152","pp","208964.PA1564 (pp) 208964.PA2605","false","pp","208964.PA1564 (pp) 208964.PA2605",,"0.328","0.8",,,"0.052","0.993","0.954"
"22827","695.4562278137786","pp","208964.PA1564 (pp) 208964.PA2062","false","pp","208964.PA1564 (pp) 208964.PA2062",,,"0.8","0.409",,,"0.958","0.673"
"22828","137.95229173936954","pp","208964.PA1564 (pp) 208964.PA2606","false","pp","208964.PA1564 (pp) 208964.PA2606",,"0.278","0.709",,,"0.053","0.978","0.904"
"22829","1015.950323909651","pp","208964.PA1564 (pp) 208964.PA3808","false","pp","208964.PA1564 (pp) 208964.PA3808",,,,,,,"0.931","0.931"
"22830","1077.1272137026249","pp","208964.PA1564 (pp) 208964.PA3814","false","pp","208964.PA1564 (pp) 208964.PA3814",,"0.171","0.8","0.409",,,"0.964","0.672"
"22831","1226.8592026098702","pp","208964.PA1564 (pp) 208964.PA2607","false","pp","208964.PA1564 (pp) 208964.PA2607",,,"0.658",,,"0.047","0.875","0.646"
"22832","478.3899378904618","pp","208964.PA1564 (pp) 208964.PA2608","false","pp","208964.PA1564 (pp) 208964.PA2608","0.173","0.269",,,,"0.046","0.905","0.854"
"22833","913.9555874372254","pp","208964.PA1564 (pp) 208964.PA5118","false","pp","208964.PA1564 (pp) 208964.PA5118",,,,,,,"0.882","0.882"
"22834","1015.3821808899216","pp","208964.PA1564 (pp) 208964.PA5258","false","pp","208964.PA1564 (pp) 208964.PA5258",,,"0.873",,,"0.049","0.874",
"22835","152.55213090088753","pp","208964.PA3742 (pp) 208964.PA4943","false","pp","208964.PA3742 (pp) 208964.PA4943",,,"0.658","0.504",,"0.066","0.841","0.116"
"22836","66.41392803912699","pp","208964.PA3742 (pp) 208964.PA4265","false","pp","208964.PA3742 (pp) 208964.PA4265","0.307","0.26",,"0.522",,"0.059","0.774","0.172"
"22837","66.41392803912697","pp","208964.PA3742 (pp) 208964.PA4277","false","pp","208964.PA3742 (pp) 208964.PA4277","0.307","0.26",,"0.522",,"0.059","0.774","0.172"
"22838","18.698474985296265","pp","208964.PA3742 (pp) 208964.PA4237","false","pp","208964.PA3742 (pp) 208964.PA4237","0.955","0.444","0.78","0.996",,"0.075","0.999","0.424"
"22839","11.402186873444814","pp","208964.PA3742 (pp) 208964.PA4432","false","pp","208964.PA3742 (pp) 208964.PA4432","0.942","0.448","0.376","0.995",,"0.152","0.999","0.976"
"22840","13.418984682136687","pp","208964.PA3742 (pp) 208964.PA4433","false","pp","208964.PA3742 (pp) 208964.PA4433","0.915","0.725","0.78","0.996",,"0.153","0.999","0.975"
"22841","118.83670189341822","pp","208964.PA3742 (pp) 208964.PA4463","false","pp","208964.PA3742 (pp) 208964.PA4463","0.078",,,"0.996",,"0.086","0.996",
"22842","90.08536045579793","pp","208964.PA3742 (pp) 208964.PA4566","false","pp","208964.PA3742 (pp) 208964.PA4566","0.202","0.643",,"0.504",,"0.08","0.865","0.124"
"22843","12.422589435465214","pp","208964.PA3742 (pp) 208964.PA4567","false","pp","208964.PA3742 (pp) 208964.PA4567","0.743","0.542","0.649","0.495",,"0.076","0.996","0.843"
"22844","218.060784029863","pp","208964.PA3742 (pp) 208964.PA4238","false","pp","208964.PA3742 (pp) 208964.PA4238","0.562","0.646",,"0.505",,"0.074","0.942","0.309"
"22845","41.27633913304444","pp","208964.PA3742 (pp) 208964.PA4568","false","pp","208964.PA3742 (pp) 208964.PA4568","0.777","0.629","0.78","0.996",,"0.077","0.999","0.823"
"22846","146.990938807881","pp","208964.PA3742 (pp) 208964.PA3743","false","pp","208964.PA3742 (pp) 208964.PA3743","0.779","0.63",,,,"0.713","0.979","0.196"
"22847","36.335826028915015","pp","208964.PA3742 (pp) 208964.PA4239","false","pp","208964.PA3742 (pp) 208964.PA4239","0.378","0.5",,"0.841",,"0.073","0.957","0.209"
"22848","37.217150943922235","pp","208964.PA3742 (pp) 208964.PA3744","false","pp","208964.PA3742 (pp) 208964.PA3744","0.768",,,,,"0.673","0.935","0.206"
"22849","19.85720971980623","pp","208964.PA3742 (pp) 208964.PA3745","false","pp","208964.PA3742 (pp) 208964.PA3745","0.754","0.39","0.376","0.495",,"0.075","0.987","0.752"
"22850","59.309202012452346","pp","208964.PA3742 (pp) 208964.PA3746","false","pp","208964.PA3742 (pp) 208964.PA3746","0.166","0.346",,"0.504",,"0.393","0.825","0.101"
"22851","271.2779258414111","pp","208964.PA3742 (pp) 208964.PA4665","false","pp","208964.PA3742 (pp) 208964.PA4665","0.205","0.629","0.224","0.629",,"0.066","0.918","0.159"
"22852","21.406739691619567","pp","208964.PA3742 (pp) 208964.PA4240","false","pp","208964.PA3742 (pp) 208964.PA4240","0.794","0.428","0.355","0.996",,"0.071","0.999","0.975"
"22853","73.31486580255054","pp","208964.PA3742 (pp) 208964.PA4671","false","pp","208964.PA3742 (pp) 208964.PA4671","0.144",,"0.649","0.841",,,"0.951","0.095"
"22854","35.80747687570108","pp","208964.PA3742 (pp) 208964.PA4241","false","pp","208964.PA3742 (pp) 208964.PA4241","0.663","0.62",,"0.996",,"0.071","0.999","0.975"
"22855","25.41664989872002","pp","208964.PA3742 (pp) 208964.PA4741","false","pp","208964.PA3742 (pp) 208964.PA4741","0.729","0.648",,"0.495",,"0.076","0.969","0.409"
"22856","63.80686624034939","pp","208964.PA3742 (pp) 208964.PA4242","false","pp","208964.PA3742 (pp) 208964.PA4242","0.181",,"0.322","0.857",,"0.042","0.921","0.118"
"22857","134.50059259047913","pp","208964.PA3742 (pp) 208964.PA4243","false","pp","208964.PA3742 (pp) 208964.PA4243","0.529","0.722",,"0.504",,"0.064","0.94","0.159"
"22858","328.48989116619714","pp","208964.PA3742 (pp) 208964.PA4005","false","pp","208964.PA3742 (pp) 208964.PA4005","0.249",,,"0.66",,"0.067","0.778","0.177"
"22859","35.6612922465118","pp","208964.PA3742 (pp) 208964.PA4768","false","pp","208964.PA3742 (pp) 208964.PA4768","0.08","0.668",,"0.44",,"0.483","0.995","0.954"
"22860","15.688903554388938","pp","208964.PA3742 (pp) 208964.PA4244","false","pp","208964.PA3742 (pp) 208964.PA4244","0.887","0.626","0.78","0.996",,"0.064","0.999","0.425"
"22861","49.65485044858944","pp","208964.PA3742 (pp) 208964.PA5570","false","pp","208964.PA3742 (pp) 208964.PA5570","0.295",,"0.649","0.495",,,"0.872","0.098"
"22862","23.316452038850755","pp","208964.PA3742 (pp) 208964.PA4245","false","pp","208964.PA3742 (pp) 208964.PA4245","0.738",,"0.649","0.981",,"0.064","0.998","0.14"
"22863","80.77970352055397","pp","208964.PA3742 (pp) 208964.PA4932","false","pp","208964.PA3742 (pp) 208964.PA4932","0.299","0.385","0.4","0.964",,,"0.991","0.162"
"22864","29.7038504549451","pp","208964.PA3742 (pp) 208964.PA4246","false","pp","208964.PA3742 (pp) 208964.PA4246","0.819","0.637","0.355","0.996",,"0.064","0.999","0.975"
"22865","21.106773182922776","pp","208964.PA3742 (pp) 208964.PA4934","false","pp","208964.PA3742 (pp) 208964.PA4934","0.788","0.679",,"0.495",,,"0.967","0.147"
"22866","24.27240598195233","pp","208964.PA3742 (pp) 208964.PA4247","false","pp","208964.PA3742 (pp) 208964.PA4247","0.759","0.735","0.649","0.995",,"0.063","0.999","0.277"
"22867","51.22929381334381","pp","208964.PA3742 (pp) 208964.PA4935","false","pp","208964.PA3742 (pp) 208964.PA4935","0.292","0.167","0.376","0.964",,,"0.989","0.266"
"22868","39.66247996108613","pp","208964.PA3742 (pp) 208964.PA4248","false","pp","208964.PA3742 (pp) 208964.PA4248","0.793","0.584","0.649","0.995",,"0.063","0.999","0.975"
"22869","62.44116052036116","pp","208964.PA3742 (pp) 208964.PA4249","false","pp","208964.PA3742 (pp) 208964.PA4249","0.77","0.587",,"0.996",,"0.063","0.999","0.325"
"22870","27.357138557239104","pp","208964.PA3742 (pp) 208964.PA4250","false","pp","208964.PA3742 (pp) 208964.PA4250","0.674",,"0.355","0.495",,"0.062","0.899","0.142"
"22871","63.245875420277194","pp","208964.PA3742 (pp) 208964.PA5049","false","pp","208964.PA3742 (pp) 208964.PA5049","0.559","0.177","0.649","0.495",,"0.483","0.963","0.102"
"22872","47.41597560837893","pp","208964.PA3742 (pp) 208964.PA4251","false","pp","208964.PA3742 (pp) 208964.PA4251","0.698","0.713","0.649","0.996",,"0.062","0.999","0.975"
"22873","24.893061207953746","pp","208964.PA3742 (pp) 208964.PA5315","false","pp","208964.PA3742 (pp) 208964.PA5315","0.73",,"0.649","0.495",,"0.066","0.957","0.179"
"22874","27.151621957628333","pp","208964.PA3742 (pp) 208964.PA4252","false","pp","208964.PA3742 (pp) 208964.PA4252","0.435","0.636","0.649","0.838",,"0.061","0.991","0.345"
"22875","19.32313263970951","pp","208964.PA3742 (pp) 208964.PA4253","false","pp","208964.PA3742 (pp) 208964.PA4253","0.455","0.538","0.649","0.995",,"0.061","0.999","0.978"
"22876","42.77228262398788","pp","208964.PA3742 (pp) 208964.PA5316","false","pp","208964.PA3742 (pp) 208964.PA5316","0.455",,"0.649","0.495",,"0.067","0.956","0.584"
"22877","22.325283756686897","pp","208964.PA3742 (pp) 208964.PA4254","false","pp","208964.PA3742 (pp) 208964.PA4254","0.73","0.672",,"0.495",,"0.072","0.963","0.244"
"22878","23.922233892076466","pp","208964.PA3742 (pp) 208964.PA4255","false","pp","208964.PA3742 (pp) 208964.PA4255","0.731",,"0.649","0.504",,,"0.955","0.15"
"22879","25.049867176203833","pp","208964.PA3742 (pp) 208964.PA4256","false","pp","208964.PA3742 (pp) 208964.PA4256","0.647","0.661","0.78","0.996",,"0.072","0.999","0.975"
"22880","31.702184168568277","pp","208964.PA3742 (pp) 208964.PA4257","false","pp","208964.PA3742 (pp) 208964.PA4257","0.801","0.709",,"0.996",,"0.072","0.999","0.975"
"22881","22.478970168447553","pp","208964.PA3742 (pp) 208964.PA4258","false","pp","208964.PA3742 (pp) 208964.PA4258","0.811","0.765","0.78","0.995",,"0.071","0.999","0.39"
"22882","22.171507144970715","pp","208964.PA3742 (pp) 208964.PA4259","false","pp","208964.PA3742 (pp) 208964.PA4259","0.436","0.508",,"0.996",,"0.059","0.999","0.975"
"22883","34.44942557694213","pp","208964.PA3742 (pp) 208964.PA4260","false","pp","208964.PA3742 (pp) 208964.PA4260","0.777","0.551","0.78","0.996",,"0.071","0.999","0.949"
"22884","24.688441181758364","pp","208964.PA3742 (pp) 208964.PA4261","false","pp","208964.PA3742 (pp) 208964.PA4261","0.718","0.256","0.649","0.495",,"0.048","0.962","0.137"
"22885","22.42094943201064","pp","208964.PA3742 (pp) 208964.PA4262","false","pp","208964.PA3742 (pp) 208964.PA4262","0.864","0.623","0.78","0.996",,"0.071","0.999","0.975"
"22886","26.241364244425966","pp","208964.PA3742 (pp) 208964.PA4263","false","pp","208964.PA3742 (pp) 208964.PA4263","0.7","0.582","0.78","0.995",,"0.071","0.999","0.975"
"22887","19.10408202247468","pp","208964.PA3742 (pp) 208964.PA4264","false","pp","208964.PA3742 (pp) 208964.PA4264","0.85","0.538","0.355","0.996",,"0.07","0.999","0.975"
"22888","24.69212947238557","pp","208964.PA3742 (pp) 208964.PA4266","false","pp","208964.PA3742 (pp) 208964.PA4266","0.331","0.655","0.217","0.419",,"0.048","0.899","0.18"
"22889","32.76804824250051","pp","208964.PA3742 (pp) 208964.PA4267","false","pp","208964.PA3742 (pp) 208964.PA4267","0.831","0.619","0.376","0.996",,"0.048","0.999","0.621"
"22890","75.3838204022988","pp","208964.PA3742 (pp) 208964.PA4268","false","pp","208964.PA3742 (pp) 208964.PA4268","0.832","0.319","0.376","0.996",,"0.048","0.999","0.237"
"22891","245.01804738552758","pp","208964.PA3742 (pp) 208964.PA4269","false","pp","208964.PA3742 (pp) 208964.PA4269","0.215","0.422",,"0.504",,,"0.842","0.38"
"22892","297.7625663005082","pp","208964.PA3742 (pp) 208964.PA4270","false","pp","208964.PA3742 (pp) 208964.PA4270","0.459","0.657",,"0.504",,,"0.988","0.888"
"22893","13.005368131954292","pp","208964.PA3742 (pp) 208964.PA4271","false","pp","208964.PA3742 (pp) 208964.PA4271","0.759","0.722","0.78","0.828",,"0.067","0.999","0.961"
"22894","22.57092912670149","pp","208964.PA3742 (pp) 208964.PA4272","false","pp","208964.PA3742 (pp) 208964.PA4272","0.777","0.439","0.649","0.999",,"0.068","0.999","0.705"
"22895","48.0483034688544","pp","208964.PA3742 (pp) 208964.PA4273","false","pp","208964.PA3742 (pp) 208964.PA4273","0.81","0.741","0.78","0.996",,"0.081","0.999","0.949"
"22896","13.354188958440865","pp","208964.PA3742 (pp) 208964.PA4274","false","pp","208964.PA3742 (pp) 208964.PA4274","0.628","0.37","0.78","0.996",,"0.099","0.999","0.975"
"22897","41.279039145800034","pp","208964.PA3742 (pp) 208964.PA4275","false","pp","208964.PA3742 (pp) 208964.PA4275","0.45","0.341",,"0.504",,"0.378","0.923","0.414"
"22898","316.4678245723252","pp","208964.PA3742 (pp) 208964.PA4403","false","pp","208964.PA3742 (pp) 208964.PA4403","0.079","0.759",,"0.504",,"0.066","0.898","0.158"
"22899","2495.981593760626","pp","208964.PA3743 (pp) 208964.PA4422","false","pp","208964.PA3743 (pp) 208964.PA4422","0.165","0.241",,,,"0.483","0.911","0.76"
"22900","1841.0057222598175","pp","208964.PA3743 (pp) 208964.PA5556","false","pp","208964.PA3743 (pp) 208964.PA5556","0.749",,,,,"0.085","0.778","0.113"
"22901","146.38651616645882","pp","208964.PA3743 (pp) 208964.PA5558","false","pp","208964.PA3743 (pp) 208964.PA5558","0.74","0.153",,,,"0.069","0.811","0.188"
"22902","99.86932442753255","pp","208964.PA3743 (pp) 208964.PA3744","false","pp","208964.PA3743 (pp) 208964.PA3744","0.936",,,,,"0.832","0.994","0.519"
"22903","86.73900493593021","pp","208964.PA3743 (pp) 208964.PA3745","false","pp","208964.PA3743 (pp) 208964.PA3745","0.875","0.234",,,,"0.114","0.945","0.428"
"22904","1883.4319512042907","pp","208964.PA3743 (pp) 208964.PA3803","false","pp","208964.PA3743 (pp) 208964.PA3803","0.175",,"0.669",,,"0.066","0.79","0.274"
"22905","128.68387270767982","pp","208964.PA3743 (pp) 208964.PA4237","false","pp","208964.PA3743 (pp) 208964.PA4237","0.792","0.219",,,,"0.076","0.857","0.157"
"22906","1778.8817770414494","pp","208964.PA3743 (pp) 208964.PA4238","false","pp","208964.PA3743 (pp) 208964.PA4238","0.868","0.658",,,,"0.075","0.969","0.349"
"22907","186.82360988491334","pp","208964.PA3743 (pp) 208964.PA4239","false","pp","208964.PA3743 (pp) 208964.PA4239","0.883","0.621",,,,"0.073","0.962","0.189"
"22908","159.47382371710447","pp","208964.PA3743 (pp) 208964.PA4240","false","pp","208964.PA3743 (pp) 208964.PA4240","0.872","0.565",,,,"0.072","0.944",
"22909","146.18160491507297","pp","208964.PA3743 (pp) 208964.PA4241","false","pp","208964.PA3743 (pp) 208964.PA4241","0.869","0.542",,,,"0.072","0.948","0.17"
"22910","690.2340068088813","pp","208964.PA3743 (pp) 208964.PA4243","false","pp","208964.PA3743 (pp) 208964.PA4243","0.867","0.484",,,,"0.065","0.942","0.202"
"22911","109.87757610795097","pp","208964.PA3743 (pp) 208964.PA4244","false","pp","208964.PA3743 (pp) 208964.PA4244","0.865","0.372",,,,"0.065","0.914",
"22912","103.93900053468482","pp","208964.PA3743 (pp) 208964.PA4245","false","pp","208964.PA3743 (pp) 208964.PA4245","0.813",,,,,"0.065","0.833","0.121"
"22913","211.5308999474087","pp","208964.PA3743 (pp) 208964.PA4246","false","pp","208964.PA3743 (pp) 208964.PA4246","0.873","0.464",,,,"0.065","0.94","0.171"
"22914","124.69355610640568","pp","208964.PA3743 (pp) 208964.PA4247","false","pp","208964.PA3743 (pp) 208964.PA4247","0.876","0.42",,,,"0.064","0.927",
"22915","308.1005053421067","pp","208964.PA3743 (pp) 208964.PA4248","false","pp","208964.PA3743 (pp) 208964.PA4248","0.871","0.352",,,,"0.064","0.924","0.145"
"22916","202.47311428107284","pp","208964.PA3743 (pp) 208964.PA4249","false","pp","208964.PA3743 (pp) 208964.PA4249","0.877","0.67",,,,"0.063","0.963","0.146"
"22917","147.24916536449848","pp","208964.PA3743 (pp) 208964.PA4258","false","pp","208964.PA3743 (pp) 208964.PA4258","0.849","0.633",,,,"0.072","0.944",
"22918","147.5875708379913","pp","208964.PA3743 (pp) 208964.PA4259","false","pp","208964.PA3743 (pp) 208964.PA4259","0.827","0.596",,,,"0.066","0.933","0.089"
"22919","283.48358308501497","pp","208964.PA3743 (pp) 208964.PA4260","false","pp","208964.PA3743 (pp) 208964.PA4260","0.873","0.593",,,,"0.079","0.951","0.089"
"22920","108.31050737120006","pp","208964.PA3743 (pp) 208964.PA4250","false","pp","208964.PA3743 (pp) 208964.PA4250","0.872",,,,,"0.062","0.892","0.172"
"22921","256.33603787536055","pp","208964.PA3743 (pp) 208964.PA4251","false","pp","208964.PA3743 (pp) 208964.PA4251","0.872","0.618",,,,"0.062","0.953","0.089"
"22922","108.03518012463961","pp","208964.PA3743 (pp) 208964.PA4261","false","pp","208964.PA3743 (pp) 208964.PA4261","0.869","0.264",,,,"0.048","0.903","0.066"
"22923","164.92850760644868","pp","208964.PA3743 (pp) 208964.PA4262","false","pp","208964.PA3743 (pp) 208964.PA4262","0.872","0.575",,,,"0.071","0.948","0.089"
"22924","146.77474820688667","pp","208964.PA3743 (pp) 208964.PA4252","false","pp","208964.PA3743 (pp) 208964.PA4252","0.867","0.332",,,,"0.062","0.922","0.176"
"22925","186.08106209487812","pp","208964.PA3743 (pp) 208964.PA4253","false","pp","208964.PA3743 (pp) 208964.PA4253","0.869","0.476",,,,"0.062","0.93",
"22926","115.16828705193068","pp","208964.PA3743 (pp) 208964.PA4254","false","pp","208964.PA3743 (pp) 208964.PA4254","0.735","0.312",,,,"0.072","0.824","0.084"
"22927","186.05468583205666","pp","208964.PA3743 (pp) 208964.PA4263","false","pp","208964.PA3743 (pp) 208964.PA4263","0.881","0.556",,,,"0.095","0.95","0.073"
"22928","163.26390551588406","pp","208964.PA3743 (pp) 208964.PA4264","false","pp","208964.PA3743 (pp) 208964.PA4264","0.881","0.462",,,,"0.066","0.938","0.089"
"22929","105.00797759372028","pp","208964.PA3743 (pp) 208964.PA4255","false","pp","208964.PA3743 (pp) 208964.PA4255","0.801",,,,,"0.049","0.803",
"22930","214.48785465060095","pp","208964.PA3743 (pp) 208964.PA4256","false","pp","208964.PA3743 (pp) 208964.PA4256","0.802","0.679",,,,"0.072","0.939","0.089"
"22931","156.08344546765287","pp","208964.PA3743 (pp) 208964.PA4267","false","pp","208964.PA3743 (pp) 208964.PA4267","0.868","0.674",,,,"0.048","0.955",
"22932","337.2285975748147","pp","208964.PA3743 (pp) 208964.PA4268","false","pp","208964.PA3743 (pp) 208964.PA4268","0.869","0.655",,,,"0.048","0.96","0.172"
"22933","2173.5178622261046","pp","208964.PA3743 (pp) 208964.PA4270","false","pp","208964.PA3743 (pp) 208964.PA4270","0.81","0.691",,,,"0.067","0.969","0.493"
"22934","171.51650205829182","pp","208964.PA3743 (pp) 208964.PA4257","false","pp","208964.PA3743 (pp) 208964.PA4257","0.862","0.729",,,,"0.072","0.968","0.177"
"22935","134.96455915107478","pp","208964.PA3743 (pp) 208964.PA4567","false","pp","208964.PA3743 (pp) 208964.PA4567","0.727","0.268",,,,"0.084","0.829","0.175"
"22936","211.5893527624865","pp","208964.PA3743 (pp) 208964.PA4568","false","pp","208964.PA3743 (pp) 208964.PA4568","0.787","0.349",,,,"0.049","0.879","0.191"
"22937","121.68400493571895","pp","208964.PA3743 (pp) 208964.PA4271","false","pp","208964.PA3743 (pp) 208964.PA4271","0.822","0.401",,,,"0.067","0.895","0.072"
"22938","89.6650012688844","pp","208964.PA3743 (pp) 208964.PA4272","false","pp","208964.PA3743 (pp) 208964.PA4272","0.834","0.377",,,,"0.066","0.895",
"22939","219.99183986804186","pp","208964.PA3743 (pp) 208964.PA4273","false","pp","208964.PA3743 (pp) 208964.PA4273","0.87","0.314",,,,"0.066","0.923","0.188"
"22940","120.99170425775255","pp","208964.PA3743 (pp) 208964.PA4274","false","pp","208964.PA3743 (pp) 208964.PA4274","0.799","0.351",,,,"0.067","0.872","0.074"
"22941","1126.6488366032663","pp","208964.PA3743 (pp) 208964.PA4744","false","pp","208964.PA3743 (pp) 208964.PA4744","0.45","0.637",,,,"0.068","0.861","0.341"
"22942","304.3856808076225","pp","208964.PA3743 (pp) 208964.PA4745","false","pp","208964.PA3743 (pp) 208964.PA4745","0.418","0.61",,,,"0.069","0.77",
"22943","89.50489801075325","pp","208964.PA3743 (pp) 208964.PA4768","false","pp","208964.PA3743 (pp) 208964.PA4768","0.109","0.74",,,,"0.451","0.895","0.274"
"22944","382.26437473047747","pp","208964.PA3743 (pp) 208964.PA4932","false","pp","208964.PA3743 (pp) 208964.PA4932","0.681","0.272",,,,,"0.826","0.31"
"22945","100.10286621480694","pp","208964.PA3743 (pp) 208964.PA4432","false","pp","208964.PA3743 (pp) 208964.PA4432","0.704","0.361",,,,"0.117","0.853","0.222"
"22946","149.33778289812378","pp","208964.PA3743 (pp) 208964.PA4433","false","pp","208964.PA3743 (pp) 208964.PA4433","0.819","0.604",,,,"0.118","0.941","0.176"
"22947","91.93635532298723","pp","208964.PA3743 (pp) 208964.PA4934","false","pp","208964.PA3743 (pp) 208964.PA4934","0.852","0.717",,,,,"0.959","0.094"
