"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"32821","127.89851739494472","pp","208964.PA4932 (pp) 208964.PA4935","false","pp","208964.PA4932 (pp) 208964.PA4935","0.883","0.21","0.376","0.994",,"0.608","0.999","0.56"
"32822","157.19475050278666","pp","208964.PA4932 (pp) 208964.PA5049","false","pp","208964.PA4932 (pp) 208964.PA5049","0.362",,"0.649","0.895",,"0.049","0.982","0.336"
"32823","893.0790308383226","pp","208964.PA1421 (pp) 208964.PA4839","false","pp","208964.PA1421 (pp) 208964.PA4839","0.171",,"0.667","0.312",,"0.114","0.835","0.169"
"32824","407.4768946591225","pp","208964.PA1421 (pp) 208964.PA3356","false","pp","208964.PA1421 (pp) 208964.PA3356",,,"0.918",,,,"0.918",
"32825","1270.3546999139814","pp","208964.PA1421 (pp) 208964.PA4899","false","pp","208964.PA1421 (pp) 208964.PA4899",,,"0.9",,,,"0.904","0.077"
"32826","2221.140798861751","pp","208964.PA1421 (pp) 208964.PA5119","false","pp","208964.PA1421 (pp) 208964.PA5119",,,"0.959",,,,"0.968","0.244"
"32827","2194.2829140087574","pp","208964.PA1421 (pp) 208964.PA5263","false","pp","208964.PA1421 (pp) 208964.PA5263",,,"0.9",,,"0.061","0.908","0.097"
"32828","2907.0978673722284","pp","208964.PA0576 (pp) 208964.PA4462","false","pp","208964.PA0576 (pp) 208964.PA4462",,,,,,"0.074","0.826","0.82"
"32829","927.7306158618348","pp","208964.PA0576 (pp) 208964.PA5239","false","pp","208964.PA0576 (pp) 208964.PA5239",,"0.275",,"0.207",,"0.069","0.892","0.822"
"32830","3787.1658955471594","pp","208964.PA0576 (pp) 208964.PA0652","false","pp","208964.PA0576 (pp) 208964.PA0652",,,,"0.997",,,"0.998","0.268"
"32831","1620.6174088631083","pp","208964.PA0576 (pp) 208964.PA3168","false","pp","208964.PA0576 (pp) 208964.PA3168","0.202","0.335",,,,,"0.943","0.902"
"32832","11888.436568874595","pp","208964.PA0576 (pp) 208964.PA3068","false","pp","208964.PA0576 (pp) 208964.PA3068",,,,,,,"0.847","0.847"
"32833","865.900968301067","pp","208964.PA0576 (pp) 208964.PA4269","false","pp","208964.PA0576 (pp) 208964.PA4269","0.216","0.75",,"0.999",,"0.046","0.999","0.861"
"32834","1605.7263473285436","pp","208964.PA0576 (pp) 208964.PA3617","false","pp","208964.PA0576 (pp) 208964.PA3617","0.175","0.212",,,,"0.045","0.894","0.85"
"32835","878.9650409925297","pp","208964.PA0576 (pp) 208964.PA3655","false","pp","208964.PA0576 (pp) 208964.PA3655","0.076","0.363",,,,"0.047","0.772","0.642"
"32836","1056.0173035085616","pp","208964.PA0576 (pp) 208964.PA4052","false","pp","208964.PA0576 (pp) 208964.PA4052","0.198","0.252",,,,"0.06","0.778","0.653"
"32837","1453.129856494909","pp","208964.PA0576 (pp) 208964.PA4270","false","pp","208964.PA0576 (pp) 208964.PA4270","0.085","0.764",,"0.999",,"0.047","0.999","0.854"
"32838","1125.0136405518315","pp","208964.PA0576 (pp) 208964.PA4238","false","pp","208964.PA0576 (pp) 208964.PA4238",,"0.767",,"0.999",,"0.049","0.999","0.954"
"32839","481.12877049247817","pp","208964.PA0576 (pp) 208964.PA4275","false","pp","208964.PA0576 (pp) 208964.PA4275","0.297","0.581",,,,,"0.891","0.659"
"32840","797.3819019053906","pp","208964.PA0576 (pp) 208964.PA4385","false","pp","208964.PA0576 (pp) 208964.PA4385","0.176","0.186",,,,,"0.805","0.733"
"32841","1498.058856185454","pp","208964.PA0576 (pp) 208964.PA4403","false","pp","208964.PA0576 (pp) 208964.PA4403","0.066","0.695",,,,"0.047","0.879","0.606"
"32842","584.4150678435816","pp","208964.PA0576 (pp) 208964.PA4745","false","pp","208964.PA0576 (pp) 208964.PA4745","0.175","0.749",,"0.464",,"0.047","0.921","0.371"
"32843","1970.5415738184352","pp","208964.PA0576 (pp) 208964.PA4428","false","pp","208964.PA0576 (pp) 208964.PA4428","0.175",,,"0.993",,,"0.996","0.285"
"32844","1520.160708837745","pp","208964.PA0576 (pp) 208964.PA4761","false","pp","208964.PA0576 (pp) 208964.PA4761","0.229",,,"0.197",,"0.078","0.947","0.918"
"32845","1302.4496290332931","pp","208964.PA0576 (pp) 208964.PA4932","false","pp","208964.PA0576 (pp) 208964.PA4932","0.075","0.634",,,,"0.483","0.824","0.111"
"32846","366.7803827687801","pp","208964.PA0576 (pp) 208964.PA5337","false","pp","208964.PA0576 (pp) 208964.PA5337","0.175","0.38",,"0.999",,"0.096","0.999","0.585"
"32847","13676.130427835009","pp","208964.PA0576 (pp) 208964.PA5360","false","pp","208964.PA0576 (pp) 208964.PA5360",,,,"0.504",,,"0.86","0.729"
"32848","734.5351144315802","pp","208964.PA0579 (pp) 208964.PA0767","false","pp","208964.PA0579 (pp) 208964.PA0767","0.202",,,"0.504",,"0.326","0.797","0.328"
"32849","452.5940237411683","pp","208964.PA0579 (pp) 208964.PA3656","false","pp","208964.PA0579 (pp) 208964.PA3656","0.06",,"0.659","0.8",,"0.066","0.945","0.227"
"32850","91.0370798094258","pp","208964.PA0579 (pp) 208964.PA3742","false","pp","208964.PA0579 (pp) 208964.PA3742","0.447",,,"0.8",,"0.047","0.912","0.266"
"32851","42.20630415799298","pp","208964.PA0579 (pp) 208964.PA3745","false","pp","208964.PA0579 (pp) 208964.PA3745","0.738",,"0.659","0.999",,"0.081","0.999","0.151"
"32852","62.38959157172078","pp","208964.PA0579 (pp) 208964.PA4237","false","pp","208964.PA0579 (pp) 208964.PA4237","0.369",,,"0.8",,,"0.901","0.277"
"32853","84.97101770230076","pp","208964.PA0579 (pp) 208964.PA2741","false","pp","208964.PA0579 (pp) 208964.PA2741","0.187",,,"0.8",,"0.067","0.886","0.336"
"32854","224.92062486351313","pp","208964.PA0579 (pp) 208964.PA1800","false","pp","208964.PA0579 (pp) 208964.PA1800","0.447","0.168",,"0.446",,"0.146","0.84","0.377"
"32855","116.152234826256","pp","208964.PA0579 (pp) 208964.PA4239","false","pp","208964.PA0579 (pp) 208964.PA4239","0.202",,"0.659","0.8",,,"0.954","0.247"
"32856","9.412513988829401","pp","208964.PA0579 (pp) 208964.PA2742","false","pp","208964.PA0579 (pp) 208964.PA2742","0.271","0.187",,"0.996",,"0.066","0.998","0.174"
"32857","141.33032902976635","pp","208964.PA0579 (pp) 208964.PA4240","false","pp","208964.PA0579 (pp) 208964.PA4240","0.27",,"0.659","0.8",,,"0.976","0.572"
"32858","22.748251681478305","pp","208964.PA0579 (pp) 208964.PA2970","false","pp","208964.PA0579 (pp) 208964.PA2970","0.493","0.328",,"0.895",,"0.068","0.967","0.175"
"32859","63.339962174373014","pp","208964.PA0579 (pp) 208964.PA4432","false","pp","208964.PA0579 (pp) 208964.PA4432","0.446",,"0.659","0.999",,"0.045","0.999","0.709"
"32860","214.9723014728764","pp","208964.PA0579 (pp) 208964.PA4241","false","pp","208964.PA0579 (pp) 208964.PA4241","0.32",,"0.659","0.8",,,"0.961","0.265"
"32861","12.644814329671883","pp","208964.PA0579 (pp) 208964.PA4242","false","pp","208964.PA0579 (pp) 208964.PA4242",,,,"0.8",,,"0.812","0.098"
"32862","168.8752341239586","pp","208964.PA0579 (pp) 208964.PA3162","false","pp","208964.PA0579 (pp) 208964.PA3162","0.413",,"0.653","0.504",,"0.069","0.922","0.301"
"32863","113.53393790339713","pp","208964.PA0579 (pp) 208964.PA4433","false","pp","208964.PA0579 (pp) 208964.PA4433","0.772",,,"0.996",,"0.044","0.999","0.071"
"32864","62.25147584671514","pp","208964.PA0579 (pp) 208964.PA4244","false","pp","208964.PA0579 (pp) 208964.PA4244","0.27",,,"0.8",,,"0.879","0.239"
"32865","59.261772470249575","pp","208964.PA0579 (pp) 208964.PA4245","false","pp","208964.PA0579 (pp) 208964.PA4245","0.29",,,"0.999",,,"0.999","0.341"
"32866","199.00198605011167","pp","208964.PA0579 (pp) 208964.PA4932","false","pp","208964.PA0579 (pp) 208964.PA4932","0.19",,,"0.998",,"0.055","0.999","0.384"
"32867","166.96691611606033","pp","208964.PA0579 (pp) 208964.PA4246","false","pp","208964.PA0579 (pp) 208964.PA4246","0.302",,"0.659","0.8",,,"0.953","0.134"
"32868","104.69091693290122","pp","208964.PA0579 (pp) 208964.PA4463","false","pp","208964.PA0579 (pp) 208964.PA4463",,"0.273","0.593","0.881",,"0.353","0.979","0.225"
"32869","10.007341289619413","pp","208964.PA0579 (pp) 208964.PA4563","false","pp","208964.PA0579 (pp) 208964.PA4563","0.83",,"0.659","0.983",,"0.068","0.999","0.233"
"32870","95.32126405644917","pp","208964.PA0579 (pp) 208964.PA4247","false","pp","208964.PA0579 (pp) 208964.PA4247","0.298",,,"0.8",,,"0.867","0.131"
"32871","93.36752238651907","pp","208964.PA0579 (pp) 208964.PA4567","false","pp","208964.PA0579 (pp) 208964.PA4567","0.785",,,"0.495",,"0.067","0.904","0.167"
"32872","235.55120393848054","pp","208964.PA0579 (pp) 208964.PA4568","false","pp","208964.PA0579 (pp) 208964.PA4568","0.775",,,"0.996",,"0.067","0.999","0.485"
"32873","43.77017555779723","pp","208964.PA0579 (pp) 208964.PA4934","false","pp","208964.PA0579 (pp) 208964.PA4934","0.416",,"0.659","0.997",,"0.082","0.999","0.09"
"32874","205.84312444570955","pp","208964.PA0579 (pp) 208964.PA4248","false","pp","208964.PA0579 (pp) 208964.PA4248","0.28",,,"0.8",,,"0.908","0.412"
"32875","159.23388912495844","pp","208964.PA0579 (pp) 208964.PA4671","false","pp","208964.PA0579 (pp) 208964.PA4671","0.134",,,"0.841",,"0.048","0.874","0.151"
"32876","60.46075977511452","pp","208964.PA0579 (pp) 208964.PA4935","false","pp","208964.PA0579 (pp) 208964.PA4935","0.425","0.192","0.659","0.999",,"0.058","0.999","0.243"
"32877","353.45737373885675","pp","208964.PA0579 (pp) 208964.PA4249","false","pp","208964.PA0579 (pp) 208964.PA4249","0.126",,"0.659","0.8",,,"0.947","0.209"
"32878","45.863913616331125","pp","208964.PA0579 (pp) 208964.PA4250","false","pp","208964.PA0579 (pp) 208964.PA4250","0.309",,"0.659","0.8",,,"0.987","0.749"
"32879","81.1306766947898","pp","208964.PA0579 (pp) 208964.PA4741","false","pp","208964.PA0579 (pp) 208964.PA4741","0.76",,"0.659","0.996",,"0.059","0.999","0.221"
"32880","203.95992099475833","pp","208964.PA0579 (pp) 208964.PA4251","false","pp","208964.PA0579 (pp) 208964.PA4251","0.186",,,"0.8",,,"0.86","0.209"
"32881","168.2859727005644","pp","208964.PA0579 (pp) 208964.PA5569","false","pp","208964.PA0579 (pp) 208964.PA5569","0.762",,,"0.206",,,"0.811","0.078"
"32882","71.12739011576811","pp","208964.PA0579 (pp) 208964.PA4252","false","pp","208964.PA0579 (pp) 208964.PA4252","0.272",,,"0.895",,,"0.931","0.166"
"32883","120.0743130023863","pp","208964.PA0579 (pp) 208964.PA5570","false","pp","208964.PA0579 (pp) 208964.PA5570","0.82",,,"0.983",,"0.049","0.998","0.341"
"32884","22.810360373430477","pp","208964.PA0579 (pp) 208964.PA5315","false","pp","208964.PA0579 (pp) 208964.PA5315","0.73",,,"0.983",,"0.046","0.996","0.259"
"32885","147.45952403316141","pp","208964.PA0579 (pp) 208964.PA4253","false","pp","208964.PA0579 (pp) 208964.PA4253","0.271",,,"0.8",,,"0.877","0.225"
"32886","60.971400047010626","pp","208964.PA0579 (pp) 208964.PA4254","false","pp","208964.PA0579 (pp) 208964.PA4254","0.286",,"0.659","0.999",,,"0.999","0.231"
"32887","56.315913277652825","pp","208964.PA0579 (pp) 208964.PA5316","false","pp","208964.PA0579 (pp) 208964.PA5316","0.782",,,"0.983",,"0.068","0.999","0.633"
"32888","117.54522914575409","pp","208964.PA0579 (pp) 208964.PA4256","false","pp","208964.PA0579 (pp) 208964.PA4256","0.191",,,"0.8",,,"0.847","0.132"
"32889","129.4908551163506","pp","208964.PA0579 (pp) 208964.PA4257","false","pp","208964.PA0579 (pp) 208964.PA4257","0.268",,"0.659","0.8",,,"0.949","0.104"
"32890","81.7809488141793","pp","208964.PA0579 (pp) 208964.PA4258","false","pp","208964.PA0579 (pp) 208964.PA4258","0.272",,,"0.8",,,"0.853","0.072"
"32891","124.80265298926021","pp","208964.PA0579 (pp) 208964.PA4259","false","pp","208964.PA0579 (pp) 208964.PA4259","0.19",,"0.659","0.8",,,"0.943","0.089"
"32892","322.5492593879154","pp","208964.PA0579 (pp) 208964.PA4260","false","pp","208964.PA0579 (pp) 208964.PA4260","0.19",,,"0.8",,,"0.843","0.109"
"32893","42.905403232517294","pp","208964.PA0579 (pp) 208964.PA4261","false","pp","208964.PA0579 (pp) 208964.PA4261","0.4",,,"0.895",,,"0.97","0.56"
"32894","133.67062238582253","pp","208964.PA0579 (pp) 208964.PA4262","false","pp","208964.PA0579 (pp) 208964.PA4262","0.417","0.29",,"0.8",,,"0.913","0.073"
"32895","135.73582483615948","pp","208964.PA0579 (pp) 208964.PA4263","false","pp","208964.PA0579 (pp) 208964.PA4263","0.063",,,"0.8",,,"0.81","0.069"
"32896","116.75158141465435","pp","208964.PA0579 (pp) 208964.PA4264","false","pp","208964.PA0579 (pp) 208964.PA4264","0.447",,"0.659","0.8",,,"0.967","0.229"
"32897","186.70306970042094","pp","208964.PA0579 (pp) 208964.PA4267","false","pp","208964.PA0579 (pp) 208964.PA4267","0.068",,"0.659","0.8",,"0.069","0.948","0.25"
"32898","212.6842808527176","pp","208964.PA0579 (pp) 208964.PA4268","false","pp","208964.PA0579 (pp) 208964.PA4268","0.065",,"0.659","0.8",,"0.074","0.944","0.191"
"32899","196.3296174842066","pp","208964.PA0579 (pp) 208964.PA4273","false","pp","208964.PA0579 (pp) 208964.PA4273","0.325",,,"0.504",,"0.066","0.773","0.359"
"32900","69.8605330795594","pp","208964.PA0579 (pp) 208964.PA4274","false","pp","208964.PA0579 (pp) 208964.PA4274","0.07",,,"0.8",,"0.066","0.858","0.278"
"32901","112.77531563185221","pp","208964.PA0579 (pp) 208964.PA4275","false","pp","208964.PA0579 (pp) 208964.PA4275","0.416","0.168",,"0.518",,"0.052","0.783","0.172"
"32902","3616.000000000001","pp","208964.PA0578 (pp) 208964.PA0579","false","pp","208964.PA0578 (pp) 208964.PA0579","0.06",,,,,"0.775","0.807","0.161"
"32903","557.0084797291121","pp","208964.PA4934 (pp) 208964.PA5556","false","pp","208964.PA4934 (pp) 208964.PA5556","0.749",,,,,"0.06","0.785","0.162"
"32904","38.886443778399354","pp","208964.PA4934 (pp) 208964.PA5558","false","pp","208964.PA4934 (pp) 208964.PA5558","0.727","0.151",,,,"0.058","0.778","0.105"
"32905","18.169041797715472","pp","208964.PA4934 (pp) 208964.PA4935","false","pp","208964.PA4934 (pp) 208964.PA4935","0.789","0.15","0.668","0.8",,"0.753","0.998","0.577"
"32906","11.014709470439108","pp","208964.PA4934 (pp) 208964.PA5315","false","pp","208964.PA4934 (pp) 208964.PA5315","0.817","0.162",,"0.999",,"0.113","0.999","0.806"
"32907","43.597570777704114","pp","208964.PA4934 (pp) 208964.PA5049","false","pp","208964.PA4934 (pp) 208964.PA5049","0.416","0.183",,"0.925",,"0.066","0.99","0.739"
"32908","25.05685778330161","pp","208964.PA4934 (pp) 208964.PA5316","false","pp","208964.PA4934 (pp) 208964.PA5316","0.794","0.164",,"0.999",,"0.095","0.999","0.879"
"32909","41.27646493023502","pp","208964.PA4934 (pp) 208964.PA5570","false","pp","208964.PA4934 (pp) 208964.PA5570","0.598",,,"0.996",,"0.072","0.998","0.075"
"32910","144.41087286242424","pp","208964.PA3603 (pp) 208964.PA4351","false","pp","208964.PA3603 (pp) 208964.PA4351",,,"0.873",,,"0.085","0.879",
"32911","489.08342399904717","pp","208964.PA3603 (pp) 208964.PA3673","false","pp","208964.PA3603 (pp) 208964.PA3673","0.077",,,,,"0.196","0.885","0.857"
"32912","820.364496004011","pp","208964.PA4935 (pp) 208964.PA5556","false","pp","208964.PA4935 (pp) 208964.PA5556","0.767",,,"0.189",,"0.06","0.84","0.207"
"32913","826.1475485361458","pp","208964.PA4935 (pp) 208964.PA5557","false","pp","208964.PA4935 (pp) 208964.PA5557","0.751","0.206",,,,"0.049","0.808","0.1"
"32914","55.43639044830197","pp","208964.PA4935 (pp) 208964.PA5558","false","pp","208964.PA4935 (pp) 208964.PA5558","0.682","0.347",,,,"0.059","0.788",
"32915","76.40495448503586","pp","208964.PA4935 (pp) 208964.PA5049","false","pp","208964.PA4935 (pp) 208964.PA5049","0.301",,,"0.895",,"0.049","0.965","0.56"
"32916","24.969636278566536","pp","208964.PA4935 (pp) 208964.PA5315","false","pp","208964.PA4935 (pp) 208964.PA5315","0.74","0.315",,"0.895",,"0.068","0.982","0.121"
"32917","61.17304582241719","pp","208964.PA4935 (pp) 208964.PA5316","false","pp","208964.PA4935 (pp) 208964.PA5316","0.708","0.3",,"0.895",,"0.082","0.994","0.726"
"32918","180.52141603314166","pp","208964.PA4935 (pp) 208964.PA5569","false","pp","208964.PA4935 (pp) 208964.PA5569","0.68",,,"0.193",,"0.072","0.837","0.399"
"32919","72.32310634921755","pp","208964.PA4935 (pp) 208964.PA5570","false","pp","208964.PA4935 (pp) 208964.PA5570","0.692",,,"0.895",,"0.068","0.982","0.471"
"32920","2.0","pp","208964.PA3609 (pp) 208964.PA3610","false","pp","208964.PA3609 (pp) 208964.PA3610","0.15","0.782","0.8",,,"0.589","0.992","0.575"
"32921","1709.8600306204003","pp","208964.PA3607 (pp) 208964.PA3608","false","pp","208964.PA3607 (pp) 208964.PA3608",,"0.755","0.8",,,"0.845","0.997","0.681"
"32922","52.00692764690078","pp","208964.PA3607 (pp) 208964.PA3609","false","pp","208964.PA3607 (pp) 208964.PA3609",,"0.767","0.8",,,"0.845","0.997","0.681"
"32923","52.00692764690078","pp","208964.PA3607 (pp) 208964.PA3610","false","pp","208964.PA3607 (pp) 208964.PA3610",,"0.654","0.8",,,"0.589","0.995","0.854"
"32924","1524.720498295633","pp","208964.PA4938 (pp) 208964.PA5277","false","pp","208964.PA4938 (pp) 208964.PA5277","0.11","0.258","0.649",,,,"0.777","0.152"
"32925","5677.058689634587","pp","208964.PA4938 (pp) 208964.PA5552","false","pp","208964.PA4938 (pp) 208964.PA5552","0.172","0.215","0.642",,,,"0.802","0.249"
"32926","2153.7214177126675","pp","208964.PA4938 (pp) 208964.PA5091","false","pp","208964.PA4938 (pp) 208964.PA5091",,,"0.964",,,,"0.964",
"32927","1491.858337888634","pp","208964.PA4938 (pp) 208964.PA5177","false","pp","208964.PA4938 (pp) 208964.PA5177",,,"0.983",,,,"0.983",
"32928","4080.3859430433895","pp","208964.PA4938 (pp) 208964.PA5263","false","pp","208964.PA4938 (pp) 208964.PA5263","0.298","0.193","0.666",,,"0.048","0.843","0.265"
"32929","1219.634999010708","pp","208964.PA4938 (pp) 208964.PA5426","false","pp","208964.PA4938 (pp) 208964.PA5426","0.056","0.334",,,,"0.077","0.778","0.662"
"32930","1576.7315381664412","pp","208964.PA4938 (pp) 208964.PA5429","false","pp","208964.PA4938 (pp) 208964.PA5429",,,"0.965",,,"0.052","0.97","0.157"
"32931","2571.7506155241363","pp","208964.PA4938 (pp) 208964.PA5549","false","pp","208964.PA4938 (pp) 208964.PA5549","0.146","0.303","0.639",,,"0.079","0.868","0.437"
"32932","3525.0185989186534","pp","208964.PA3608 (pp) 208964.PA3609","false","pp","208964.PA3608 (pp) 208964.PA3609","0.236","0.57","0.8",,,"0.845","0.989","0.064"
"32933","3525.0185989186534","pp","208964.PA3608 (pp) 208964.PA3610","false","pp","208964.PA3608 (pp) 208964.PA3610","0.087","0.782","0.8",,,"0.589","0.981",
"32934","492.7686562515642","pp","208964.PA0581 (pp) 208964.PA1614","false","pp","208964.PA0581 (pp) 208964.PA1614",,,"0.965",,,"0.344","0.99","0.614"
"32935","80.3244669241302","pp","208964.PA0581 (pp) 208964.PA3579","false","pp","208964.PA0581 (pp) 208964.PA3579","0.071",,"0.9",,,,"0.907","0.078"
"32936","144.16357470621088","pp","208964.PA0581 (pp) 208964.PA3582","false","pp","208964.PA0581 (pp) 208964.PA3582",,,"0.9",,,,"0.904","0.078"
"32937","692.1701034636089","pp","208964.PA0581 (pp) 208964.PA3584","false","pp","208964.PA0581 (pp) 208964.PA3584",,,"0.965","0.192",,"0.047","0.976","0.229"
"32938","3820.0250877173808","pp","208964.PA0581 (pp) 208964.PA3635","false","pp","208964.PA0581 (pp) 208964.PA3635",,,"0.669",,,"0.063","0.773","0.327"
"32939","393.4229062123901","pp","208964.PA0581 (pp) 208964.PA3673","false","pp","208964.PA0581 (pp) 208964.PA3673",,,"0.8",,,,"0.97","0.854"
"32940","5156.573226201072","pp","208964.PA1430 (pp) 208964.PA4462","false","pp","208964.PA1430 (pp) 208964.PA4462",,,,,,,"0.843","0.843"
"32941","2172.737289428949","pp","208964.PA1430 (pp) 208964.PA2586","false","pp","208964.PA1430 (pp) 208964.PA2586","0.093",,,,,,"0.861","0.853"
"32942","459.93372622452597","pp","208964.PA1430 (pp) 208964.PA3861","false","pp","208964.PA1430 (pp) 208964.PA3861",,,,,,,"0.868","0.868"
"32943","343.92187711415454","pp","208964.PA1430 (pp) 208964.PA1871","false","pp","208964.PA1430 (pp) 208964.PA1871",,,,,,,"0.854","0.854"
"32944","1080.8382747287963","pp","208964.PA1430 (pp) 208964.PA1432","false","pp","208964.PA1430 (pp) 208964.PA1432",,"0.749","0.8",,,"0.059","0.999","0.989"
"32945","717.923104842887","pp","208964.PA1430 (pp) 208964.PA1898","false","pp","208964.PA1430 (pp) 208964.PA1898","0.068","0.476","0.464",,,"0.053","0.878","0.584"
