"SUID","EdgeBetweenness","interaction","name","path length","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"19035","538.13418621","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1589",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1589","0.072",,"0.955",,,,,"0.956",
"19036","12.82683386","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2495",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2495","0.775","0.253","0.979","0.983",,,"0.156","0.999","0.537"
"19037","22.14955396","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2494",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2494","0.901",,"0.146","0.983",,,"0.156","0.999","0.391"
"19038","14.27115387","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1611",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1611","0.15",,,"0.983",,,"0.13","0.994","0.618"
"19039","23.03942346","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2484",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2484","0.908",,,"0.983",,,"0.216","0.999","0.563"
"19040","33.97652219","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2496",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2496","0.91",,"0.139","0.983",,,"0.156","0.999","0.391"
"19041","273.00802189","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2924",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2924","0.679",,,"0.365",,,"0.105","0.836","0.208"
"19042","71.43462896","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2992",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2992","0.277",,,"0.983",,,"0.12","0.996","0.733"
"19043","17.00417444","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2473",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2473","0.691",,"0.146","0.983",,,"0.156","0.998","0.597"
"19044","13.45815088","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2487",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2487","0.912",,,"0.983",,,"0.281","0.999","0.465"
"19045","22.49933771","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2478",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2478","0.247","0.154","0.742","0.579",,,"0.156","0.956","0.391"
"19046","15.46902739","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2488",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2488","0.908",,"0.146","0.983",,,"0.281","0.999","0.763"
"19047","125.11964027","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1552",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1552","0.356",,,"0.721",,,,"0.812",
"19048","22.93535863","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1672",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1672","0.658",,,"0.983",,,,"0.997","0.68"
"19049","17.09854511","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2498",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2498","0.9",,"0.979","0.983",,,"0.156","0.999","0.391"
"19050","16.39719746","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1748",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1748","0.875","0.175","0.979","0.983",,,"0.156","0.999","0.459"
"19051","2.41410047","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2500","0.896",,"0.979","0.983",,,"0.156","0.999","0.383"
"19052","36.58521537","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1705",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1705","0.358",,"0.146","0.983",,,,"0.996","0.699"
"19053","224.85933274","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2474",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2474","0.846",,,"0.361",,,"0.156","0.928","0.241"
"19054","11.30293203","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2485",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2485","0.902",,"0.146","0.983",,,"0.254","0.999","0.459"
"19055","100.71408164","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1600",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1600","0.173",,,"0.876",,,,"0.98","0.827"
"19056","24.72702478","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1674",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1674","0.619",,"0.146","0.983",,,"0.052","0.997","0.519"
"19057","15.11948404","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2491",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2491","0.9",,,"0.876",,,"0.208","0.997","0.734"
"19058","53.3503921","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2365",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2365","0.139","0.188",,"0.983",,,"0.136","0.994","0.541"
"19059","17.58689745","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2499",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2499","0.903",,,"0.983",,,"0.156","0.999","0.391"
"19060","12.11130881","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2482",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2482","0.766",,,"0.983",,,"0.156","0.997","0.391"
"19061","82.10603409","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2363",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2363","0.08",,"0.146","0.721",,,,"0.805","0.216"
"19062","53.62100356","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2480",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2480","0.679",,,"0.365",,,"0.156","0.845","0.208"
"19063","10.7749758","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2497",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2497","0.889",,"0.146","0.983",,,"0.156","0.999","0.829"
"19064","17.01458708","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2489",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2489","0.91",,"0.146","0.983",,,"0.27","0.999","0.613"
"19065","13.46579945","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2476",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2476","0.84",,"0.979","0.983",,,"0.156","0.999","0.459"
"19066","26.17967488","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2483",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2483","0.91",,"0.979","0.983",,,"0.19","0.999","0.391"
"19067","33.00697403","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1706",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1706","0.351",,,"0.983",,,,"0.996","0.725"
"19068","21.03331391","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2493",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2493","0.896","0.17","0.979","0.983",,,"0.204","0.999","0.388"
"19069","10.58205174","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2490",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2490","0.908",,"0.979","0.983",,,"0.241","0.999","0.402"
"19070","36.74595568","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1707",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1707","0.338",,"0.161","0.727",,,,"0.86","0.19"
"19071","156.39377206","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1497",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1497","0.616",,,"0.361",,,"0.067","0.837","0.375"
"19072","33.02509191","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1573",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1573","0.334",,,"0.585",,,"0.13","0.884","0.576"
"19073","311.72067258","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1610",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_1610","0.216",,,"0.721",,,,"0.783","0.091"
"19074","19.26306327","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2492",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2492","0.908","0.267","0.146","0.983",,,"0.207","0.999","0.391"
"19075","19.27502485","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2475","0.9","0.154","0.979","0.983",,,"0.156","0.999","0.487"
"19076","18.18784419","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2481",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2481","0.9",,"0.146","0.983",,,"0.156","0.999","0.502"
"19077","6.45729876","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2467",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2467","0.668",,"0.979","0.983",,,"0.14","0.999","0.622"
"19078","89.03457777","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2477",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2477","0.775",,,"0.983",,,"0.156","0.999","0.734"
"19079","27.04981169","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2486",,"false","pp","1280.SAXN108_1353 (pp) 1280.SAXN108_2486","0.898","0.164","0.979","0.983",,,"0.281","0.999","0.511"
"19080","1871.97022379","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2787",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2787","0.063",,"0.875",,,,"0.356","0.95","0.423"
"19081","627.81563827","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2445",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2445","0.682","0.443",,,,,"0.796","0.989","0.75"
"19082","520.4473996","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2443",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2443","0.904","0.754","0.936",,"0.001",,"0.87","0.999","0.938"
"19083","633.38716238","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2448",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2448",,"0.268","0.844",,,,"0.487","0.98","0.699"
"19084","383.08899875","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2446",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2446","0.696","0.23",,,,,"0.806","0.986","0.741"
"19085","628.03391077","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2444",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2444","0.847","0.723","0.873",,,,"0.818","0.999","0.518"
"19086","1061.92256211","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2447",,"false","pp","1280.SAXN108_2442 (pp) 1280.SAXN108_2447","0.615","0.283","0.936",,,,"0.617","0.998","0.869"
"19087","230.93699761","pp","1280.SAXN108_1592 (pp) 1280.SAXN108_1593",,"false","pp","1280.SAXN108_1592 (pp) 1280.SAXN108_1593","0.375",,,"0.119","0.475",,"0.876","0.973","0.369"
"19088","4640.71845823","pp","1280.SAXN108_1351 (pp) 1280.SAXN108_1575",,"false","pp","1280.SAXN108_1351 (pp) 1280.SAXN108_1575","0.072",,"0.928","0.191",,,"0.05","0.984","0.747"
"19089","5763.13720542","pp","1280.SAXN108_1351 (pp) 1280.SAXN108_2890",,"false","pp","1280.SAXN108_1351 (pp) 1280.SAXN108_2890",,,"0.87",,,,,"0.882","0.133"
"19090","1945.44582814","pp","1280.SAXN108_1351 (pp) 1280.SAXN108_2891",,"false","pp","1280.SAXN108_1351 (pp) 1280.SAXN108_2891","0.241",,"0.28","0.313",,,,"0.917","0.807"
"19091","637.31538412","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_2381",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_2381","0.094","0.582","0.993",,"0.897",,"0.281","0.999","0.564"
"19092","3104.32992452","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1591",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1591",,,,,,,"0.874","0.878","0.071"
"19093","1030.09191827","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_2383",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_2383",,,"0.936",,,,"0.126","0.948","0.155"
"19094","842.03083938","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_2364",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_2364","0.064",,"0.993",,,,"0.135","0.995","0.224"
"19095","1063.09291499","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1639",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1639","0.15",,"0.993",,,,"0.05","0.995","0.241"
"19096","403.92513027","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1592",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1592","0.069",,,,"0.767",,"0.874","0.975","0.211"
"19097","609.37923879","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1593",,"false","pp","1280.SAXN108_1590 (pp) 1280.SAXN108_1593","0.11",,,,,,"0.874","0.905","0.225"
"19098","1292.65983454","pp","1280.SAXN108_1591 (pp) 1280.SAXN108_1755",,"false","pp","1280.SAXN108_1591 (pp) 1280.SAXN108_1755",,,"0.752",,,,"0.088","0.825","0.292"
"19099","669.7495232","pp","1280.SAXN108_1591 (pp) 1280.SAXN108_1592",,"false","pp","1280.SAXN108_1591 (pp) 1280.SAXN108_1592",,,,,,,"0.876","0.939","0.527"
"19100","400.64225929","pp","1280.SAXN108_1591 (pp) 1280.SAXN108_1593",,"false","pp","1280.SAXN108_1591 (pp) 1280.SAXN108_1593",,,,,,,"0.876","0.893","0.17"
"19101","2482.96603204","pp","1280.SAXN108_2680 (pp) 1280.SAXN108_2682",,"false","pp","1280.SAXN108_2680 (pp) 1280.SAXN108_2682","0.495","0.494","0.534",,"0.03",,"0.859","0.984","0.224"
"19102","84.26690894","pp","1280.SAXN108_2680 (pp) 1280.SAXN108_2683",,"false","pp","1280.SAXN108_2680 (pp) 1280.SAXN108_2683","0.261","0.504","0.088",,,,"0.855","0.954","0.208"
"19103","426.83348342","pp","1280.SAXN108_2680 (pp) 1280.SAXN108_2681",,"false","pp","1280.SAXN108_2680 (pp) 1280.SAXN108_2681","0.196","0.311","0.272",,"0.054",,"0.859","0.947","0.208"
"19104","1657.71994301","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2682",,"false","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2682",,"0.53","0.373",,,,"0.874","0.994","0.878"
"19105","85.9335756","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2680",,"false","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2680",,"0.386","0.951",,"0.613",,"0.856","0.998","0.221"
"19106","3.66666667","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2683",,"false","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2683",,"0.513",,,,,"0.857","0.991","0.888"
"19107","325.6813445","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2681",,"false","pp","1280.SAXN108_2679 (pp) 1280.SAXN108_2681",,"0.2",,,,,"0.858","0.967","0.731"
"19108","2482.96603204","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2682",,"false","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2682",,"0.194",,,,,"0.856","0.879",
"19109","2.0","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2680",,"false","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2680",,"0.18",,,,,"0.852","0.874",
"19110","84.26690894","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2683",,"false","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2683",,,,,,,"0.855","0.855",
"19111","426.83348342","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2681",,"false","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2681",,,,,,,"0.854","0.854",
"19112","85.9335756","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2679",,"false","pp","1280.SAXN108_2678 (pp) 1280.SAXN108_2679",,"0.637",,,,,"0.858","0.946",
"19113","1267.98174403","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0956",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0956","0.273",,"0.936",,,,"0.13","0.967","0.293"
"19114","985.18130244","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2866",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2866",,,"0.936",,,,"0.087","0.939",
"19115","1291.18605079","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1047",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1047","0.069",,"0.758",,,,"0.05","0.804","0.193"
"19116","368.264053","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1500",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1500","0.055","0.162","0.936","0.119",,,"0.055","0.952","0.086"
"19117","1221.37782743","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2583",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2583",,,"0.936",,,,,"0.937","0.06"
"19118","310.22589859","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0562",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0562","0.24",,"0.936",,,,"0.136","0.979","0.561"
"19119","1774.11337842","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0440",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0440","0.316","0.596",,"0.119",,,"0.356","0.944","0.703"
"19120","859.87970365","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1065",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1065","0.057",,,"0.148",,,"0.136","0.844","0.803"
"19121","258.89102598","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1069",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1069","0.065",,"0.257","0.165",,,"0.136","0.84","0.73"
"19122","3517.81552358","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2479",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2479","0.161",,"0.095",,,,"0.108","0.789","0.725"
"19123","170.69815557","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1070",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1070","0.391","0.209","0.936","0.209",,,"0.136","0.996","0.878"
"19124","2205.02519895","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1408",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1408","0.153",,"0.936",,,,"0.042","0.944","0.052"
"19125","295.27569039","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1201",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1201","0.186","0.345","0.254",,,,"0.123","0.865","0.675"
"19126","770.84070217","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0561",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0561","0.093",,"0.758",,,,"0.136","0.793",
"19127","560.45375517","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2008",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_2008","0.594","0.466","0.993","0.431",,,"0.281","0.999","0.902"
"19128","677.17677285","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0025",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0025",,,"0.934",,,,"0.056","0.938","0.099"
"19129","1095.8592189","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0919",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0919",,,"0.758",,,,"0.056","0.776","0.099"
"19130","129.29155412","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1198",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1198","0.056","0.342","0.936",,,,"0.13","0.979","0.491"
"19131","165.89175318","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1063",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1063","0.13",,"0.249","0.172",,,"0.149","0.886","0.791"
"19132","368.25603122","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1202",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1202","0.079",,,"0.183",,,"0.091","0.793","0.734"
"19133","2402.65275165","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0131",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0131",,,"0.758",,,,"0.056","0.776","0.099"
"19134","685.48214617","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1061",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1061","0.078",,,,,,"0.136","0.8","0.77"
"19135","225.91100061","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1067",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1067","0.17","0.184","0.254",,,,"0.14","0.799","0.61"
"19136","122.1615422","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1066",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1066","0.182",,,"0.15",,,"0.136","0.835","0.759"
"19137","128.46448265","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1071",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1071","0.286","0.197",,"0.165",,,"0.137","0.964","0.927"
"19138","180.78486032","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1354",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1354","0.507","0.203","0.936",,,,"0.23","0.991","0.617"
"19139","282.67890937","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1203",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1203","0.27",,,"0.161",,,"0.059","0.78","0.665"
"19140","303.21527037","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1062",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1062","0.078","0.158",,,,,"0.06","0.787","0.743"
"19141","1199.51209111","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0439",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_0439","0.177","0.225","0.936",,,,"0.353","0.991","0.74"
"19142","967.84533806","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1344",,"false","pp","1280.SAXN108_0019 (pp) 1280.SAXN108_1344","0.153",,"0.936",,,,"0.042","0.944","0.052"
"19143","1936.53880884","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_0813",,"false","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_0813",,,,,,,,"0.879","0.879"
"19144","1886.98208643","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_0017",,"false","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_0017",,,,,"0.764",,"0.876","0.969",
"19145","565.80758785","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_1895",,"false","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_1895",,,,,,,"0.049","0.88","0.879"
"19146","565.80758785","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_1375",,"false","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_1375",,,,,,,"0.049","0.88","0.879"
"19147","1026.14004743","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_0018",,"false","pp","1280.SAXN108_0016 (pp) 1280.SAXN108_0018",,,,,,,"0.797","0.797",
"19148","4343.54155601","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1661",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1661","0.071","0.705",,"0.119",,,"0.136","0.772","0.079"
"19149","4054.40527541","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1591",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1591",,,,,"0.759",,"0.874","0.968",
"19150","570.05648898","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_2500","0.079","0.168","0.979",,,,"0.05","0.982",
"19151","794.30135045","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_2475","0.077",,"0.979",,,,"0.057","0.98","0.077"
"19152","1191.7620554","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1590",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1590","0.446",,,,"0.744",,"0.876","0.983","0.175"
"19153","725.25933424","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1592",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1592","0.069","0.328",,,"0.882",,"0.874","0.998","0.849"
"19154","527.75618906","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_2467",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_2467","0.159","0.162","0.979","0.137",,,"0.065","0.988","0.208"
"19155","982.28123398","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1593",,"false","pp","1280.SAXN108_1589 (pp) 1280.SAXN108_1593","0.069",,,,,,"0.874","0.909","0.292"
"19156","1574.25465737","pp","1280.SAXN108_1105 (pp) 1280.SAXN108_2382",,"false","pp","1280.SAXN108_1105 (pp) 1280.SAXN108_2382",,,,,,,,"0.849","0.849"
"19157","834.30762309","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_1410",,"false","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_1410","0.691","0.285",,,,,"0.156","0.956","0.796"
"19158","412.00491413","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_2379",,"false","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_2379",,,"0.936",,,,,"0.936","0.042"
"19159","388.61554712","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_2779",,"false","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_2779","0.054",,"0.936",,,,,"0.94","0.096"
"19160","358.18151778","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_1413",,"false","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_1413","0.176",,,,,,,"0.797","0.765"
"19161","388.61554712","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_2780",,"false","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_2780","0.054",,"0.936",,,,,"0.947","0.199"
"19162","431.87274995","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_1408",,"false","pp","1280.SAXN108_1347 (pp) 1280.SAXN108_1408","0.359",,"0.255","0.165","0.246",,"0.125","0.784","0.336"
"19163","2.0","pp","1280.SAXN108_2438 (pp) 1280.SAXN108_2439",,"false","pp","1280.SAXN108_2438 (pp) 1280.SAXN108_2439",,"0.784",,,"0.9",,"0.845","0.996",
"19164","293.45481039","pp","1280.SAXN108_0017 (pp) 1280.SAXN108_1552",,"false","pp","1280.SAXN108_0017 (pp) 1280.SAXN108_1552","0.26","0.529",,"0.721",,,"0.13","0.925","0.254"
"19165","65.99075654","pp","1280.SAXN108_0017 (pp) 1280.SAXN108_2488",,"false","pp","1280.SAXN108_0017 (pp) 1280.SAXN108_2488","0.458",,"0.716","0.876",,,,"0.988","0.491"
"19166","83.38788446","pp","1280.SAXN108_0017 (pp) 1280.SAXN108_1748",,"false","pp","1280.SAXN108_0017 (pp) 1280.SAXN108_1748","0.296","0.156",,"0.876",,,"0.281","0.975","0.605"
