"SUID","400667.A1S_3095","EdgeBetweenness","interaction","name","pp","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"7855","","48.18336948","pp","272620.KPN_00398 (pp) 272620.KPN_04594","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04594","0.676",,,"0.195",,"0.042","0.774","0.202"
"7856","","78.95971661","pp","272620.KPN_00398 (pp) 272620.KPN_03705","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03705","0.762",,,,,"0.052","0.813","0.237"
"7857","","714.86162684","pp","272620.KPN_00398 (pp) 272620.KPN_04179","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04179","0.324","0.3",,,,"0.066","0.805","0.61"
"7858","","179.89296781","pp","272620.KPN_00398 (pp) 272620.KPN_04532","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04532","0.17",,,"0.193",,"0.08","0.944","0.92"
"7859","","238.91209194","pp","272620.KPN_00398 (pp) 272620.KPN_04365","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04365","0.686","0.187",,"0.193",,"0.049","0.827","0.253"
"7860","","42.63547359","pp","272620.KPN_00398 (pp) 272620.KPN_04364","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04364","0.458",,,"0.415",,"0.047","0.785","0.371"
"7861","","44.26772138","pp","272620.KPN_00398 (pp) 272620.KPN_04363","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04363","0.455","0.391",,"0.415",,"0.048","0.932","0.687"
"7862","","63.97762397","pp","272620.KPN_00398 (pp) 272620.KPN_04361","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04361","0.841","0.174",,"0.415",,"0.08","0.943","0.321"
"7863","","49.06912477","pp","272620.KPN_00398 (pp) 272620.KPN_04360","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04360","0.761",,,,,"0.072","0.821","0.257"
"7864","","45.70187194","pp","272620.KPN_00398 (pp) 272620.KPN_03704","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03704","0.723","0.169",,"0.428",,"0.051","0.894","0.28"
"7865","","112.85451731","pp","272620.KPN_00398 (pp) 272620.KPN_04141","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04141","0.799",,,,,"0.068","0.835","0.192"
"7866","","332.99675916","pp","272620.KPN_00398 (pp) 272620.KPN_04139","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04139","0.742",,,,,"0.066","0.784","0.175"
"7867","","330.16812649","pp","272620.KPN_00398 (pp) 272620.KPN_04138","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04138","0.767","0.181",,,,"0.068","0.844","0.227"
"7868","","73.45436892","pp","272620.KPN_00398 (pp) 272620.KPN_03977","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03977","0.768",,,"0.432",,"0.066","0.913","0.377"
"7869","","33.82782449","pp","272620.KPN_00398 (pp) 272620.KPN_03703","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03703","0.681","0.178",,,,"0.051","0.802","0.297"
"7870","","590.44543459","pp","272620.KPN_00398 (pp) 272620.KPN_03953","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03953","0.175","0.362",,"0.191",,"0.341","0.957","0.87"
"7871","","172.28134472","pp","272620.KPN_00398 (pp) 272620.KPN_03830","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03830","0.146",,,,,"0.068","0.804","0.774"
"7872","","60.26830746","pp","272620.KPN_00398 (pp) 272620.KPN_03630","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03630","0.818","0.178",,"0.415",,"0.085","0.923","0.186"
"7873","","37.70393118","pp","272620.KPN_00398 (pp) 272620.KPN_03700","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03700","0.643","0.186",,"0.415",,"0.051","0.851","0.217"
"7874","","52.66636712","pp","272620.KPN_00398 (pp) 272620.KPN_03629","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03629","0.782","0.185",,"0.431",,"0.085","0.908","0.163"
"7875","","50.96694281","pp","272620.KPN_00398 (pp) 272620.KPN_03694","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03694","0.681",,,"0.415",,"0.061","0.839","0.189"
"7876","","113.4761376","pp","272620.KPN_00398 (pp) 272620.KPN_03596","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03596","0.792","0.235",,,,"0.08","0.865","0.189"
"7877","","200.28133356","pp","272620.KPN_00398 (pp) 272620.KPN_03687","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03687","0.231",,,"0.504",,"0.483","0.817","0.181"
"7878","","79.94586612","pp","272620.KPN_00398 (pp) 272620.KPN_03472","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03472","0.447","0.184",,"0.446",,"0.146","0.843","0.377"
"7879","","776.14910112","pp","272620.KPN_00398 (pp) 272620.KPN_02936","","false","pp","272620.KPN_00398 (pp) 272620.KPN_02936","0.1",,,,,"0.067","0.903","0.894"
"7880","","42.56063254","pp","272620.KPN_00398 (pp) 272620.KPN_02932","","false","pp","272620.KPN_00398 (pp) 272620.KPN_02932","0.741",,,,,"0.068","0.787","0.187"
"7881","","75.49047944","pp","272620.KPN_00398 (pp) 272620.KPN_02930","","false","pp","272620.KPN_00398 (pp) 272620.KPN_02930","0.748","0.194",,,,"0.097","0.801",
"7882","","70.57309795","pp","272620.KPN_00398 (pp) 272620.KPN_01087","","false","pp","272620.KPN_00398 (pp) 272620.KPN_01087","0.681",,,,,"0.116","0.881","0.611"
"7883","","116.29619328","pp","272620.KPN_00398 (pp) 272620.KPN_01086","","false","pp","272620.KPN_00398 (pp) 272620.KPN_01086","0.73","0.198",,,,"0.114","0.791",
"7884","","358.09272668","pp","272620.KPN_00398 (pp) 272620.KPN_00400","","false","pp","272620.KPN_00398 (pp) 272620.KPN_00400","0.112",,,,,"0.253","0.805","0.73"
"7885","","180.45652754","pp","272620.KPN_00398 (pp) 272620.KPN_00938","","false","pp","272620.KPN_00398 (pp) 272620.KPN_00938","0.746",,,"0.426",,"0.117","0.867","0.086"
"7886","","2196.0","pp","272620.KPN_00397 (pp) 272620.KPN_01992","","false","pp","272620.KPN_00397 (pp) 272620.KPN_01992","0.092","0.557",,"0.986",,,"0.995","0.194"
"7887","","2.0","pp","272620.KPN_00150 (pp) 272620.KPN_00152","","false","pp","272620.KPN_00150 (pp) 272620.KPN_00152",,"0.745",,,,"0.845","0.959",
"7888","","2.0","pp","272620.KPN_00150 (pp) 272620.KPN_00151","","false","pp","272620.KPN_00150 (pp) 272620.KPN_00151",,"0.759",,,,"0.845","0.961",
"7889","","119.31055641","pp","272620.KPN_00392 (pp) 272620.KPN_02678","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02678","0.176",,"0.873",,,,"0.9","0.119"
"7890","","247.95368343","pp","272620.KPN_00392 (pp) 272620.KPN_02677","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02677","0.176",,"0.873",,,,"0.909","0.196"
"7891","","285.56535657","pp","272620.KPN_00392 (pp) 272620.KPN_02676","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02676","0.266",,"0.873","0.2",,,"0.942","0.312"
"7892","","89.71459199","pp","272620.KPN_00392 (pp) 272620.KPN_02675","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02675","0.141",,"0.873",,,,"0.925","0.37"
"7893","","218.1038304","pp","272620.KPN_00392 (pp) 272620.KPN_02674","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02674","0.18",,"0.873","0.197",,,"0.932","0.282"
"7894","","141.52118858","pp","272620.KPN_00392 (pp) 272620.KPN_02673","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02673","0.261",,"0.873","0.197",,,"0.939","0.283"
"7895","","100.49324921","pp","272620.KPN_00392 (pp) 272620.KPN_02672","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02672","0.19",,"0.873",,,"0.047","0.943","0.487"
"7896","","289.89673251","pp","272620.KPN_00392 (pp) 272620.KPN_02671","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02671","0.193",,"0.873","0.204",,"0.047","0.923","0.157"
"7897","","135.81131883","pp","272620.KPN_00392 (pp) 272620.KPN_02670","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02670","0.184",,"0.873",,,,"0.913","0.231"
"7898","","114.23794772","pp","272620.KPN_00392 (pp) 272620.KPN_02669","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02669","0.193",,"0.873",,,,"0.899","0.096"
"7899","","209.98997212","pp","272620.KPN_00392 (pp) 272620.KPN_02668","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02668","0.189",,"0.873","0.2",,,"0.929","0.243"
"7900","","100.82954737","pp","272620.KPN_00392 (pp) 272620.KPN_02667","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02667","0.172",,"0.873",,,"0.052","0.946","0.52"
"7901","","162.12673795","pp","272620.KPN_00392 (pp) 272620.KPN_02666","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02666","0.175",,"0.873",,,"0.052","0.947","0.533"
"7902","","484.59555211","pp","272620.KPN_00392 (pp) 272620.KPN_02649","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02649",,,"0.965",,,,"0.969","0.16"
"7903","","558.17306284","pp","272620.KPN_00392 (pp) 272620.KPN_03952","","false","pp","272620.KPN_00392 (pp) 272620.KPN_03952",,,"0.907",,,"0.072","0.91",
"7904","","107.38780436","pp","272620.KPN_00392 (pp) 272620.KPN_04552","","false","pp","272620.KPN_00392 (pp) 272620.KPN_04552","0.266",,"0.952",,,"0.059","0.971","0.234"
"7905","","1260.90690457","pp","272620.KPN_00392 (pp) 272620.KPN_04143","","false","pp","272620.KPN_00392 (pp) 272620.KPN_04143","0.99",,"0.229","0.299",,,"0.999","0.762"
"7906","","443.39185279","pp","272620.KPN_00392 (pp) 272620.KPN_03866","","false","pp","272620.KPN_00392 (pp) 272620.KPN_03866",,,"0.799",,,,"0.799",
"7907","","209.93928975","pp","272620.KPN_00392 (pp) 272620.KPN_02648","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02648",,,"0.873",,,,"0.873",
"7908","","248.45903274","pp","272620.KPN_00392 (pp) 272620.KPN_02647","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02647",,,"0.965",,,,"0.967","0.095"
"7909","","1486.99200873","pp","272620.KPN_00392 (pp) 272620.KPN_02082","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02082","0.147",,,"0.998",,"0.147","0.998",
"7910","","415.54267487","pp","272620.KPN_00392 (pp) 272620.KPN_03059","","false","pp","272620.KPN_00392 (pp) 272620.KPN_03059",,,"0.873",,,,"0.873",
"7911","","568.01894469","pp","272620.KPN_00392 (pp) 272620.KPN_02899","","false","pp","272620.KPN_00392 (pp) 272620.KPN_02899",,,"0.793",,,"0.042","0.793",
"7912","","402.98318528","pp","272620.KPN_00392 (pp) 272620.KPN_03792","","false","pp","272620.KPN_00392 (pp) 272620.KPN_03792",,,"0.9",,,,"0.906","0.095"
"7913","","104.6273693","pp","272620.KPN_00392 (pp) 272620.KPN_00731","","false","pp","272620.KPN_00392 (pp) 272620.KPN_00731","0.266",,"0.952",,,"0.059","0.966","0.088"
"7914","","103.04776446","pp","272620.KPN_00392 (pp) 272620.KPN_00730","","false","pp","272620.KPN_00392 (pp) 272620.KPN_00730","0.266",,"0.9",,,"0.059","0.939","0.217"
"7915","","152.51923519","pp","272620.KPN_00392 (pp) 272620.KPN_00729","","false","pp","272620.KPN_00392 (pp) 272620.KPN_00729","0.67",,"0.873",,,,"0.965","0.222"
"7916","","138.43891874","pp","272620.KPN_00392 (pp) 272620.KPN_00728","","false","pp","272620.KPN_00392 (pp) 272620.KPN_00728","0.704",,"0.965",,,,"0.992","0.278"
"7917","","25.63150376","pp","272620.KPN_00392 (pp) 272620.KPN_00394","","false","pp","272620.KPN_00392 (pp) 272620.KPN_00394","0.881","0.784","0.873","0.998",,"0.873","0.999","0.684"
"7918","","775.70405129","pp","272620.KPN_00392 (pp) 272620.KPN_01041","","false","pp","272620.KPN_00392 (pp) 272620.KPN_01041","0.177",,"0.9",,,"0.118","0.926","0.105"
"7919","","1419.93036848","pp","272620.KPN_00392 (pp) 272620.KPN_01034","","false","pp","272620.KPN_00392 (pp) 272620.KPN_01034",,,"0.907",,,,"0.907",
"7920","","31.76562802","pp","272620.KPN_00392 (pp) 272620.KPN_00393","","false","pp","272620.KPN_00392 (pp) 272620.KPN_00393","0.999","0.784","0.873","0.506",,"0.902","0.999","0.819"
"7921","","79.33982958","pp","272620.KPN_00391 (pp) 272620.KPN_02675","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02675","0.25",,"0.873",,,,"0.901",
"7922","","226.53834111","pp","272620.KPN_00391 (pp) 272620.KPN_02674","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02674","0.19",,"0.873",,,,"0.908","0.177"
"7923","","134.53825886","pp","272620.KPN_00391 (pp) 272620.KPN_02673","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02673","0.182",,"0.873",,,,"0.896","0.079"
"7924","","76.13566566","pp","272620.KPN_00391 (pp) 272620.KPN_02672","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02672","0.189",,"0.873",,,,"0.898","0.089"
"7925","","215.91192761","pp","272620.KPN_00391 (pp) 272620.KPN_02671","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02671","0.192",,"0.873","0.2",,,"0.915","0.082"
"7926","","90.76620263","pp","272620.KPN_00391 (pp) 272620.KPN_02670","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02670","0.179",,"0.873",,,,"0.9","0.114"
"7927","","74.26482815","pp","272620.KPN_00391 (pp) 272620.KPN_02669","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02669","0.186",,"0.873",,,,"0.907","0.175"
"7928","","149.53811421","pp","272620.KPN_00391 (pp) 272620.KPN_02668","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02668","0.184",,"0.873","0.204",,,"0.919","0.139"
"7929","","73.12632256","pp","272620.KPN_00391 (pp) 272620.KPN_04552","","false","pp","272620.KPN_00391 (pp) 272620.KPN_04552","0.268",,"0.9",,,"0.059","0.925",
"7930","","585.43067179","pp","272620.KPN_00391 (pp) 272620.KPN_03952","","false","pp","272620.KPN_00391 (pp) 272620.KPN_03952",,,"0.928",,,"0.072","0.93",
"7931","","290.44870766","pp","272620.KPN_00391 (pp) 272620.KPN_03060","","false","pp","272620.KPN_00391 (pp) 272620.KPN_03060",,,"0.858",,,,"0.858",
"7932","","69.12769318","pp","272620.KPN_00391 (pp) 272620.KPN_02667","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02667","0.175",,"0.873",,,,"0.891",
"7933","","299.30341081","pp","272620.KPN_00391 (pp) 272620.KPN_03059","","false","pp","272620.KPN_00391 (pp) 272620.KPN_03059",,,"0.873",,,,"0.891","0.177"
"7934","","277.87676953","pp","272620.KPN_00391 (pp) 272620.KPN_03056","","false","pp","272620.KPN_00391 (pp) 272620.KPN_03056",,,"0.873",,,,"0.873",
"7935","","143.65776333","pp","272620.KPN_00391 (pp) 272620.KPN_02666","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02666","0.176",,"0.873",,,,"0.906","0.177"
"7936","","459.33944954","pp","272620.KPN_00391 (pp) 272620.KPN_03866","","false","pp","272620.KPN_00391 (pp) 272620.KPN_03866",,,"0.799",,,,"0.799",
"7937","","563.73093338","pp","272620.KPN_00391 (pp) 272620.KPN_02899","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02899",,,"0.793",,,"0.042","0.793",
"7938","","324.64372366","pp","272620.KPN_00391 (pp) 272620.KPN_03792","","false","pp","272620.KPN_00391 (pp) 272620.KPN_03792",,,"0.9",,,,"0.903","0.066"
"7939","","377.36143508","pp","272620.KPN_00391 (pp) 272620.KPN_02649","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02649",,,"0.9",,,,"0.912","0.16"
"7940","","92.76908474","pp","272620.KPN_00391 (pp) 272620.KPN_02678","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02678","0.175",,"0.873",,,,"0.891",
"7941","","754.81938384","pp","272620.KPN_00391 (pp) 272620.KPN_01041","","false","pp","272620.KPN_00391 (pp) 272620.KPN_01041",,,"0.9",,,,"0.9",
"7942","","144.15703172","pp","272620.KPN_00391 (pp) 272620.KPN_02648","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02648",,,"0.873",,,,"0.873",
"7943","","1077.58419655","pp","272620.KPN_00391 (pp) 272620.KPN_01034","","false","pp","272620.KPN_00391 (pp) 272620.KPN_01034",,,"0.907",,,,"0.907",
"7944","","247.91733744","pp","272620.KPN_00391 (pp) 272620.KPN_02677","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02677","0.175",,"0.873",,,,"0.904","0.157"
"7945","","82.07978972","pp","272620.KPN_00391 (pp) 272620.KPN_00731","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00731","0.268",,"0.9",,,"0.059","0.925",
"7946","","82.15938906","pp","272620.KPN_00391 (pp) 272620.KPN_00730","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00730","0.266",,"0.9",,,"0.059","0.929","0.095"
"7947","","126.61253981","pp","272620.KPN_00391 (pp) 272620.KPN_00729","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00729","0.681",,"0.873",,,,"0.97","0.312"
"7948","","168.89481118","pp","272620.KPN_00391 (pp) 272620.KPN_02647","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02647",,,"0.9",,,,"0.903","0.066"
"7949","","249.80022436","pp","272620.KPN_00391 (pp) 272620.KPN_02676","","false","pp","272620.KPN_00391 (pp) 272620.KPN_02676","0.189",,"0.873",,,,"0.896","0.075"
"7950","","134.71073465","pp","272620.KPN_00391 (pp) 272620.KPN_00728","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00728","0.723",,"0.9",,,,"0.974","0.14"
"7951","","35.3980909","pp","272620.KPN_00391 (pp) 272620.KPN_00394","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00394","0.942","0.782","0.873","0.518",,"0.796","0.999","0.646"
"7952","","54.38437839","pp","272620.KPN_00391 (pp) 272620.KPN_00393","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00393","0.999","0.777","0.873","0.21",,"0.845","0.999","0.655"
"7953","","21.88930379","pp","272620.KPN_00391 (pp) 272620.KPN_00392","","false","pp","272620.KPN_00391 (pp) 272620.KPN_00392","0.919","0.782","0.873",,,"0.845","0.999","0.759"
"7954","","1474.4534432","pp","272620.KPN_00390 (pp) 272620.KPN_02676","","false","pp","272620.KPN_00390 (pp) 272620.KPN_02676","0.292",,"0.658",,,,"0.789","0.199"
"7955","","644.14057685","pp","272620.KPN_00390 (pp) 272620.KPN_02675","","false","pp","272620.KPN_00390 (pp) 272620.KPN_02675","0.08",,"0.663",,,,"0.774","0.33"
"7956","","370.85940777","pp","272620.KPN_00390 (pp) 272620.KPN_02667","","false","pp","272620.KPN_00390 (pp) 272620.KPN_02667","0.173",,"0.663",,,,"0.78","0.273"
"7957","","2763.06085823","pp","272620.KPN_00390 (pp) 272620.KPN_00728","","false","pp","272620.KPN_00390 (pp) 272620.KPN_00728","0.595",,"0.663",,,,"0.872","0.135"
"7958","","1165.26581937","pp","272620.KPN_00390 (pp) 272620.KPN_00394","","false","pp","272620.KPN_00390 (pp) 272620.KPN_00394","0.845","0.742","0.873","0.458",,"0.868","0.999","0.656"
"7959","","1142.23390065","pp","272620.KPN_00390 (pp) 272620.KPN_04428","","false","pp","272620.KPN_00390 (pp) 272620.KPN_04428","0.083","0.134","0.78",,,"0.084","0.837","0.139"
"7960","","1234.85016685","pp","272620.KPN_00390 (pp) 272620.KPN_00393","","false","pp","272620.KPN_00390 (pp) 272620.KPN_00393","0.879","0.773","0.873","0.188",,"0.897","0.999","0.735"
"7961","","1055.5540631","pp","272620.KPN_00390 (pp) 272620.KPN_00392","","false","pp","272620.KPN_00390 (pp) 272620.KPN_00392","0.068","0.772","0.873",,,"0.837","0.996","0.155"
"7962","","781.39505282","pp","272620.KPN_00390 (pp) 272620.KPN_00391","","false","pp","272620.KPN_00390 (pp) 272620.KPN_00391","0.884","0.669","0.873",,,"0.897","0.999","0.269"
"7963","","8760.0","pp","272620.KPN_00390 (pp) 272620.KPN_01812","","false","pp","272620.KPN_00390 (pp) 272620.KPN_01812",,,"0.928",,,"0.047","0.928",
"7964","","1444.04194394","pp","272620.KPN_03659 (pp) 272620.KPN_04102","","false","pp","272620.KPN_03659 (pp) 272620.KPN_04102","0.176",,,,,"0.042","0.783","0.747"
"7965","","2.0","pp","272620.KPN_04749 (pp) 272620.KPN_04751","","false","pp","272620.KPN_04749 (pp) 272620.KPN_04751","0.186","0.784",,"0.204",,"0.902","0.985","0.095"
"7966","","2.0","pp","272620.KPN_04749 (pp) 272620.KPN_04750","","false","pp","272620.KPN_04749 (pp) 272620.KPN_04750","0.268","0.554","0.488","0.204",,"0.902","0.986","0.12"
"7967","","283.85801195","pp","272620.KPN_03657 (pp) 272620.KPN_03659","","false","pp","272620.KPN_03657 (pp) 272620.KPN_03659","0.183","0.151",,,,"0.631","0.959","0.859"
"7968","","80.12435574","pp","272620.KPN_03657 (pp) 272620.KPN_03658","","false","pp","272620.KPN_03657 (pp) 272620.KPN_03658","0.459","0.47",,"0.222",,"0.845","0.999","0.972"
"7969","","44.85757929","pp","272620.KPN_03658 (pp) 272620.KPN_03659","","false","pp","272620.KPN_03658 (pp) 272620.KPN_03659","0.714","0.711",,"0.472",,"0.774","0.999","0.972"
"7970","","11.17591047","pp","272620.KPN_01479 (pp) 272620.KPN_01480","","false","pp","272620.KPN_01479 (pp) 272620.KPN_01480",,"0.699",,,,"0.726","0.968","0.647"
"7971","","2196.0","pp","272620.KPN_04508 (pp) 272620.KPN_04509","","false","pp","272620.KPN_04508 (pp) 272620.KPN_04509","0.687","0.732",,"0.193",,"0.845","0.997","0.733"
"7972","","1257.90575252","pp","272620.KPN_00143 (pp) 272620.KPN_03572","","false","pp","272620.KPN_00143 (pp) 272620.KPN_03572","0.203","0.153","0.799","0.688",,,"0.991","0.818"
"7973","","587.05362654","pp","272620.KPN_00143 (pp) 272620.KPN_03460","","false","pp","272620.KPN_00143 (pp) 272620.KPN_03460",,"0.292","0.805",,,,"0.856",
"7974","","145.84077859","pp","272620.KPN_00143 (pp) 272620.KPN_04578","","false","pp","272620.KPN_00143 (pp) 272620.KPN_04578","0.175","0.152","0.805","0.415",,"0.059","0.981","0.797"
"7975","","326.32457862","pp","272620.KPN_00143 (pp) 272620.KPN_04570","","false","pp","272620.KPN_00143 (pp) 272620.KPN_04570",,,,"0.688",,,"0.78","0.323"
"7976","","202.69917064","pp","272620.KPN_00143 (pp) 272620.KPN_03655","","false","pp","272620.KPN_00143 (pp) 272620.KPN_03655",,,"0.47",,,"0.042","0.785","0.611"
"7977","","377.4688356","pp","272620.KPN_00143 (pp) 272620.KPN_01083","","false","pp","272620.KPN_00143 (pp) 272620.KPN_01083","0.175","0.152","0.47","0.415",,"0.042","0.79","0.182"
