"SUID","400667.A1S_3095","EdgeBetweenness","interaction","name","pp","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"6761","","907.410034","pp","272620.KPN_00771 (pp) 272620.KPN_01610","","false","pp","272620.KPN_00771 (pp) 272620.KPN_01610","0.068","0.587","0.559",,,"0.341","0.903","0.266"
"6762","","353.73883236","pp","272620.KPN_02709 (pp) 272620.KPN_04234","","false","pp","272620.KPN_02709 (pp) 272620.KPN_04234","0.074","0.3","0.9","0.116",,"0.049","0.952","0.292"
"6763","","135.46641798","pp","272620.KPN_02709 (pp) 272620.KPN_03799","","false","pp","272620.KPN_02709 (pp) 272620.KPN_03799",,,"0.873","0.201",,"0.617","0.958",
"6764","","1584.72452239","pp","272620.KPN_02709 (pp) 272620.KPN_03355","","false","pp","272620.KPN_02709 (pp) 272620.KPN_03355",,,,"0.819",,,"0.852","0.214"
"6765","","253.1669711","pp","272620.KPN_02709 (pp) 272620.KPN_02812","","false","pp","272620.KPN_02709 (pp) 272620.KPN_02812","0.109",,"0.965",,,,"0.989","0.689"
"6766","","501.99462038","pp","272620.KPN_02709 (pp) 272620.KPN_02719","","false","pp","272620.KPN_02709 (pp) 272620.KPN_02719","0.144",,,"0.235",,"0.617","0.771","0.193"
"6767","","245.04238856","pp","272620.KPN_02702 (pp) 272620.KPN_04657","","false","pp","272620.KPN_02702 (pp) 272620.KPN_04657","0.197","0.213","0.639",,,"0.069","0.949","0.797"
"6768","","517.82847751","pp","272620.KPN_02702 (pp) 272620.KPN_04576","","false","pp","272620.KPN_02702 (pp) 272620.KPN_04576","0.367","0.303","0.639",,,"0.378","0.968","0.727"
"6769","","2955.71141584","pp","272620.KPN_02702 (pp) 272620.KPN_04492","","false","pp","272620.KPN_02702 (pp) 272620.KPN_04492",,,"0.873",,,,"0.873",
"6770","","156.43917194","pp","272620.KPN_02702 (pp) 272620.KPN_04388","","false","pp","272620.KPN_02702 (pp) 272620.KPN_04388","0.81","0.506","0.658","0.414",,"0.178","0.989","0.423"
"6771","","489.63325971","pp","272620.KPN_02702 (pp) 272620.KPN_04387","","false","pp","272620.KPN_02702 (pp) 272620.KPN_04387","0.978","0.701","0.965","0.31",,"0.234","0.999","0.87"
"6772","","797.41692007","pp","272620.KPN_02702 (pp) 272620.KPN_04134","","false","pp","272620.KPN_02702 (pp) 272620.KPN_04134","0.176",,"0.873",,,"0.084","0.907","0.14"
"6773","","183.15469394","pp","272620.KPN_02702 (pp) 272620.KPN_02825","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02825","0.891","0.522","0.669","0.31",,"0.4","0.998","0.728"
"6774","","1108.43654271","pp","272620.KPN_02702 (pp) 272620.KPN_03624","","false","pp","272620.KPN_02702 (pp) 272620.KPN_03624","0.1",,"0.873",,,"0.122","0.91","0.209"
"6775","","633.68886284","pp","272620.KPN_02702 (pp) 272620.KPN_03580","","false","pp","272620.KPN_02702 (pp) 272620.KPN_03580","0.176",,"0.639",,,"0.078","0.835","0.469"
"6776","","164.10183719","pp","272620.KPN_02702 (pp) 272620.KPN_02882","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02882","0.8","0.579","0.805","0.671",,"0.617","0.999","0.823"
"6777","","328.04280512","pp","272620.KPN_02702 (pp) 272620.KPN_02834","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02834","0.088","0.395",,"0.126",,"0.066","0.823","0.667"
"6778","","162.12776527","pp","272620.KPN_02702 (pp) 272620.KPN_02824","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02824","0.987","0.762","0.908",,,"0.617","0.999","0.846"
"6779","","713.48746304","pp","272620.KPN_02702 (pp) 272620.KPN_02833","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02833","0.467","0.708",,,,"0.208","0.952","0.66"
"6780","","1436.1020532","pp","272620.KPN_02702 (pp) 272620.KPN_03124","","false","pp","272620.KPN_02702 (pp) 272620.KPN_03124","0.16",,,,,"0.378","0.81","0.666"
"6781","","222.09490387","pp","272620.KPN_02702 (pp) 272620.KPN_02810","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02810","0.871","0.258",,"0.241",,"0.411","0.98","0.597"
"6782","","1607.15526223","pp","272620.KPN_02702 (pp) 272620.KPN_02703","","false","pp","272620.KPN_02702 (pp) 272620.KPN_02703","0.796","0.169",,,,"0.838","0.983","0.449"
"6783","","588.84473777","pp","272620.KPN_02703 (pp) 272620.KPN_02824","","false","pp","272620.KPN_02703 (pp) 272620.KPN_02824","0.812",,,,,,"0.823","0.095"
"6784","","56.53927719","pp","272620.KPN_02942 (pp) 272620.KPN_03713","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03713","0.11","0.446",,"0.711",,"0.066","0.909","0.42"
"6785","","38.91853395","pp","272620.KPN_02942 (pp) 272620.KPN_03712","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03712","0.11","0.35",,"0.71",,"0.066","0.915","0.542"
"6786","","28.62979697","pp","272620.KPN_02942 (pp) 272620.KPN_03709","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03709","0.146","0.21",,"0.504",,"0.066","0.984","0.957"
"6787","","72.14578206","pp","272620.KPN_02942 (pp) 272620.KPN_03707","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03707","0.146","0.237",,"0.71",,"0.066","0.967","0.84"
"6788","","85.4985942","pp","272620.KPN_02942 (pp) 272620.KPN_03705","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03705","0.146","0.469",,"0.504",,"0.066","0.84","0.357"
"6789","","26.65536518","pp","272620.KPN_02942 (pp) 272620.KPN_03704","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03704","0.146","0.18",,"0.712",,"0.066","0.961","0.825"
"6790","","44.99106371","pp","272620.KPN_02942 (pp) 272620.KPN_03726","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03726","0.146","0.399",,"0.71",,"0.065","0.862","0.163"
"6791","","36.4523531","pp","272620.KPN_02942 (pp) 272620.KPN_03702","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03702","0.146","0.246",,"0.71",,"0.066","0.968","0.844"
"6792","","33.94078119","pp","272620.KPN_02942 (pp) 272620.KPN_03720","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03720","0.176","0.171",,"0.504",,"0.066","0.972","0.926"
"6793","","33.37078817","pp","272620.KPN_02942 (pp) 272620.KPN_03700","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03700","0.109","0.168",,"0.71",,"0.066","0.806","0.182"
"6794","","52.77941621","pp","272620.KPN_02942 (pp) 272620.KPN_03698","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03698","0.12","0.192",,"0.71",,"0.076","0.88","0.466"
"6795","","55.60010586","pp","272620.KPN_02942 (pp) 272620.KPN_03719","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03719","0.146","0.2",,"0.71",,"0.075","0.972","0.87"
"6796","","37.01387227","pp","272620.KPN_02942 (pp) 272620.KPN_03697","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03697","0.11","0.233",,"0.504",,"0.078","0.969","0.916"
"6797","","81.80145539","pp","272620.KPN_02942 (pp) 272620.KPN_03696","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03696","0.146","0.364",,"0.71",,"0.081","0.86","0.182"
"6798","","57.70794545","pp","272620.KPN_02942 (pp) 272620.KPN_03630","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03630","0.11","0.362",,"0.713",,"0.075","0.918","0.54"
"6799","","39.78882141","pp","272620.KPN_02942 (pp) 272620.KPN_03718","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03718","0.266","0.221",,"0.71",,"0.066","0.913","0.523"
"6800","","31.77700753","pp","272620.KPN_02942 (pp) 272620.KPN_03629","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03629","0.193",,,"0.504",,"0.058","0.866","0.686"
"6801","","53.92699089","pp","272620.KPN_02942 (pp) 272620.KPN_03595","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03595","0.109","0.23",,"0.504",,"0.103","0.973","0.926"
"6802","","67.90984547","pp","272620.KPN_02942 (pp) 272620.KPN_03716","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03716","0.262","0.281",,"0.71",,"0.066","0.891","0.359"
"6803","","23.91981504","pp","272620.KPN_02942 (pp) 272620.KPN_04364","","false","pp","272620.KPN_02942 (pp) 272620.KPN_04364","0.174","0.272",,,,,"0.935","0.901"
"6804","","48.07306828","pp","272620.KPN_02942 (pp) 272620.KPN_04361","","false","pp","272620.KPN_02942 (pp) 272620.KPN_04361","0.171","0.287",,"0.535",,"0.053","0.964","0.882"
"6805","","673.41940813","pp","272620.KPN_02942 (pp) 272620.KPN_03355","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03355",,"0.221",,,,"0.378","0.905","0.819"
"6806","","34.63135985","pp","272620.KPN_02942 (pp) 272620.KPN_03715","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03715","0.146","0.212",,"0.504",,"0.066","0.973","0.926"
"6807","","24.93206325","pp","272620.KPN_02942 (pp) 272620.KPN_03573","","false","pp","272620.KPN_02942 (pp) 272620.KPN_03573","0.161","0.444",,"0.504",,"0.048","0.786","0.179"
"6808","","4787.25574663","pp","272620.KPN_01617 (pp) 272620.KPN_03464","","false","pp","272620.KPN_01617 (pp) 272620.KPN_03464",,"0.348",,,,"0.617","0.773","0.163"
"6809","","16138.43731721","pp","272620.KPN_01617 (pp) 272620.KPN_02833","","false","pp","272620.KPN_01617 (pp) 272620.KPN_02833","0.772",,,,,,"0.772",
"6810","","14276.04842007","pp","272620.KPN_01617 (pp) 272620.KPN_03124","","false","pp","272620.KPN_01617 (pp) 272620.KPN_03124","0.612",,"0.642","0.45",,,"0.917",
"6811","","505.09449129","pp","272620.KPN_01615 (pp) 272620.KPN_02876","","false","pp","272620.KPN_01615 (pp) 272620.KPN_02876","0.15",,"0.903",,,,"0.914",
"6812","","278.97043216","pp","272620.KPN_01615 (pp) 272620.KPN_04271","","false","pp","272620.KPN_01615 (pp) 272620.KPN_04271",,,"0.873",,,,"0.873",
"6813","","50.6575858","pp","272620.KPN_01615 (pp) 272620.KPN_04239","","false","pp","272620.KPN_01615 (pp) 272620.KPN_04239","0.106",,"0.873",,,"0.074","0.886",
"6814","","406.17297175","pp","272620.KPN_01615 (pp) 272620.KPN_03375","","false","pp","272620.KPN_01615 (pp) 272620.KPN_03375","0.166",,"0.9","0.122",,"0.068","0.963","0.541"
"6815","","119.84010732","pp","272620.KPN_01615 (pp) 272620.KPN_03340","","false","pp","272620.KPN_01615 (pp) 272620.KPN_03340",,,"0.798",,,,"0.803","0.066"
"6816","","69.53055108","pp","272620.KPN_01615 (pp) 272620.KPN_04399","","false","pp","272620.KPN_01615 (pp) 272620.KPN_04399",,,"0.873",,,"0.047","0.874",
"6817","","158.30340288","pp","272620.KPN_01615 (pp) 272620.KPN_02295","","false","pp","272620.KPN_01615 (pp) 272620.KPN_02295",,,"0.873",,,,"0.873",
"6818","","620.95787077","pp","272620.KPN_00768 (pp) 272620.KPN_04011","","false","pp","272620.KPN_00768 (pp) 272620.KPN_04011","0.068",,"0.769",,,,"0.785","0.082"
"6819","","402.73924208","pp","272620.KPN_00768 (pp) 272620.KPN_04005","","false","pp","272620.KPN_00768 (pp) 272620.KPN_04005","0.388","0.219","0.873","0.22",,"0.06","0.957","0.216"
"6820","","652.76046546","pp","272620.KPN_00768 (pp) 272620.KPN_04837","","false","pp","272620.KPN_00768 (pp) 272620.KPN_04837","0.077",,"0.873",,,"0.043","0.884","0.085"
"6821","","103.05252031","pp","272620.KPN_00768 (pp) 272620.KPN_03956","","false","pp","272620.KPN_00768 (pp) 272620.KPN_03956","0.101",,"0.873","0.819",,"0.067","0.987","0.422"
"6822","","712.72735631","pp","272620.KPN_00768 (pp) 272620.KPN_03355","","false","pp","272620.KPN_00768 (pp) 272620.KPN_03355","0.788",,"0.873","0.397",,,"0.99","0.479"
"6823","","816.18820943","pp","272620.KPN_00768 (pp) 272620.KPN_04413","","false","pp","272620.KPN_00768 (pp) 272620.KPN_04413","0.175",,"0.873",,,"0.053","0.928","0.36"
"6824","","580.14509519","pp","272620.KPN_00768 (pp) 272620.KPN_04245","","false","pp","272620.KPN_00768 (pp) 272620.KPN_04245",,,"0.873",,,,"0.891","0.18"
"6825","","468.24639117","pp","272620.KPN_00768 (pp) 272620.KPN_03952","","false","pp","272620.KPN_00768 (pp) 272620.KPN_03952","0.132",,"0.733","0.39",,"0.075","0.872","0.17"
"6826","","1551.7764325","pp","272620.KPN_00768 (pp) 272620.KPN_02876","","false","pp","272620.KPN_00768 (pp) 272620.KPN_02876",,,"0.928",,,"0.06","0.946","0.265"
"6827","","729.9035214","pp","272620.KPN_00768 (pp) 272620.KPN_03123","","false","pp","272620.KPN_00768 (pp) 272620.KPN_03123","0.175",,"0.873","0.409",,"0.071","0.968","0.535"
"6828","","1271.38669287","pp","272620.KPN_00768 (pp) 272620.KPN_03951","","false","pp","272620.KPN_00768 (pp) 272620.KPN_03951",,,"0.9",,,"0.075","0.909","0.091"
"6829","","1068.66870083","pp","272620.KPN_00768 (pp) 272620.KPN_02652","","false","pp","272620.KPN_00768 (pp) 272620.KPN_02652",,,"0.804",,,,"0.804",
"6830","","575.53598267","pp","272620.KPN_00768 (pp) 272620.KPN_02549","","false","pp","272620.KPN_00768 (pp) 272620.KPN_02549",,,"0.873",,,"0.108","0.899","0.179"
"6831","","341.51459893","pp","272620.KPN_00768 (pp) 272620.KPN_02367","","false","pp","272620.KPN_00768 (pp) 272620.KPN_02367","0.284",,"0.873","0.229",,"0.066","0.947","0.32"
"6832","","574.63585994","pp","272620.KPN_00768 (pp) 272620.KPN_02365","","false","pp","272620.KPN_00768 (pp) 272620.KPN_02365",,,"0.873",,,,"0.895","0.204"
"6833","","328.25806592","pp","272620.KPN_00768 (pp) 272620.KPN_02160","","false","pp","272620.KPN_00768 (pp) 272620.KPN_02160",,,"0.805",,,"0.047","0.838","0.198"
"6834","","1192.75471829","pp","272620.KPN_00768 (pp) 272620.KPN_00935","","false","pp","272620.KPN_00768 (pp) 272620.KPN_00935","0.074",,"0.928",,,"0.117","0.942","0.125"
"6835","","1119.43251594","pp","272620.KPN_02705 (pp) 272620.KPN_04659","","false","pp","272620.KPN_02705 (pp) 272620.KPN_04659",,,"0.895",,,"0.164","0.908",
"6836","","910.29261093","pp","272620.KPN_02705 (pp) 272620.KPN_03979","","false","pp","272620.KPN_02705 (pp) 272620.KPN_03979","0.172","0.158","0.669",,,"0.07","0.894","0.584"
"6837","","562.18808912","pp","272620.KPN_02705 (pp) 272620.KPN_04248","","false","pp","272620.KPN_02705 (pp) 272620.KPN_04248",,,"0.733",,,,"0.796","0.267"
"6838","","419.30696872","pp","272620.KPN_02705 (pp) 272620.KPN_04239","","false","pp","272620.KPN_02705 (pp) 272620.KPN_04239","0.073",,"0.658",,,"0.069","0.825","0.477"
"6839","","277.94169357","pp","272620.KPN_02705 (pp) 272620.KPN_03341","","false","pp","272620.KPN_02705 (pp) 272620.KPN_03341","0.228",,"0.872",,,"0.066","0.912","0.163"
"6840","","242.62424903","pp","272620.KPN_02705 (pp) 272620.KPN_03339","","false","pp","272620.KPN_02705 (pp) 272620.KPN_03339","0.082",,"0.878","0.114",,"0.042","0.927","0.353"
"6841","","378.03876928","pp","272620.KPN_02705 (pp) 272620.KPN_03236","","false","pp","272620.KPN_02705 (pp) 272620.KPN_03236","0.175",,"0.873",,,,"0.933","0.409"
"6842","","714.79745943","pp","272620.KPN_02705 (pp) 272620.KPN_03974","","false","pp","272620.KPN_02705 (pp) 272620.KPN_03974",,"0.178",,"0.189",,"0.069","0.857","0.797"
"6843","","2407.17070162","pp","272620.KPN_02705 (pp) 272620.KPN_02937","","false","pp","272620.KPN_02705 (pp) 272620.KPN_02937",,"0.241",,,,,"0.783","0.726"
"6844","","1263.8254254","pp","272620.KPN_02705 (pp) 272620.KPN_02876","","false","pp","272620.KPN_02705 (pp) 272620.KPN_02876","0.138",,"0.965","0.172",,"0.085","0.985","0.428"
"6845","","568.64303056","pp","272620.KPN_02705 (pp) 272620.KPN_03587","","false","pp","272620.KPN_02705 (pp) 272620.KPN_03587","0.096","0.375","0.873",,,"0.081","0.988","0.847"
"6846","","1841.37092858","pp","272620.KPN_01610 (pp) 272620.KPN_04612","","false","pp","272620.KPN_01610 (pp) 272620.KPN_04612",,"0.327","0.541","0.197",,"0.045","0.773","0.188"
"6847","","380.72814486","pp","272620.KPN_01610 (pp) 272620.KPN_04203","","false","pp","272620.KPN_01610 (pp) 272620.KPN_04203",,"0.546","0.873",,,"0.32","0.965","0.21"
"6848","","2459.1496373","pp","272620.KPN_01610 (pp) 272620.KPN_02738","","false","pp","272620.KPN_01610 (pp) 272620.KPN_02738",,,"0.873",,,,"0.88","0.097"
"6849","","524.35945771","pp","272620.KPN_01610 (pp) 272620.KPN_03520","","false","pp","272620.KPN_01610 (pp) 272620.KPN_03520",,,"0.873",,,"0.08","0.885","0.096"
"6850","","396.4442753","pp","272620.KPN_00521 (pp) 272620.KPN_04366","","false","pp","272620.KPN_00521 (pp) 272620.KPN_04366","0.203",,"0.4","0.99",,"0.066","0.997","0.451"
"6851","","1165.01210884","pp","272620.KPN_00521 (pp) 272620.KPN_04365","","false","pp","272620.KPN_00521 (pp) 272620.KPN_04365","0.313",,"0.4","0.998",,"0.066","0.999","0.187"
"6852","","503.49865909","pp","272620.KPN_00521 (pp) 272620.KPN_03695","","false","pp","272620.KPN_00521 (pp) 272620.KPN_03695","0.073",,"0.4","0.965",,,"0.986","0.37"
"6853","","131.04495676","pp","272620.KPN_00521 (pp) 272620.KPN_03997","","false","pp","272620.KPN_00521 (pp) 272620.KPN_03997","0.084",,"0.639","0.957",,,"0.989","0.314"
"6854","","2.0","pp","272620.KPN_00519 (pp) 272620.KPN_00520","","false","pp","272620.KPN_00519 (pp) 272620.KPN_00520",,"0.657","0.661",,,"0.902","0.989","0.169"
"6855","","1236.91821866","pp","272620.KPN_03825 (pp) 272620.KPN_04529","","false","pp","272620.KPN_03825 (pp) 272620.KPN_04529",,,"0.952",,,,"0.974","0.49"
"6856","","168.83293971","pp","272620.KPN_03825 (pp) 272620.KPN_04234","","false","pp","272620.KPN_03825 (pp) 272620.KPN_04234",,,"0.938",,,,"0.938","0.043"
"6857","","243.1542878","pp","272620.KPN_03825 (pp) 272620.KPN_04149","","false","pp","272620.KPN_03825 (pp) 272620.KPN_04149",,,"0.952",,,,"0.952",
"6858","","631.23835249","pp","272620.KPN_00799 (pp) 272620.KPN_04351","","false","pp","272620.KPN_00799 (pp) 272620.KPN_04351",,,,,,"0.122","0.837","0.822"
"6859","","1825.60305237","pp","272620.KPN_00799 (pp) 272620.KPN_04674","","false","pp","272620.KPN_00799 (pp) 272620.KPN_04674",,,"0.785",,,"0.048","0.8","0.102"
"6860","","1959.8354866","pp","272620.KPN_00799 (pp) 272620.KPN_02805","","false","pp","272620.KPN_00799 (pp) 272620.KPN_02805",,,"0.873",,,"0.084","0.889","0.125"
"6861","","516.55187907","pp","272620.KPN_00799 (pp) 272620.KPN_00803","","false","pp","272620.KPN_00799 (pp) 272620.KPN_00803","0.181","0.7","0.873",,,"0.758","0.999","0.972"
"6862","","1969.87531182","pp","272620.KPN_00799 (pp) 272620.KPN_01605","","false","pp","272620.KPN_00799 (pp) 272620.KPN_01605",,,"0.798",,,"0.049","0.8",
"6863","","374.1821622","pp","272620.KPN_00799 (pp) 272620.KPN_00802","","false","pp","272620.KPN_00799 (pp) 272620.KPN_00802","0.19","0.171",,,,"0.758","0.995","0.972"
"6864","","631.73835249","pp","272620.KPN_00799 (pp) 272620.KPN_00801","","false","pp","272620.KPN_00799 (pp) 272620.KPN_00801","0.328","0.413","0.541",,,"0.603","0.93","0.174"
"6865","","631.23835249","pp","272620.KPN_00799 (pp) 272620.KPN_01575","","false","pp","272620.KPN_00799 (pp) 272620.KPN_01575","0.127","0.461","0.873",,,,"0.976","0.647"
"6866","","412.8057441","pp","272620.KPN_00799 (pp) 272620.KPN_00800","","false","pp","272620.KPN_00799 (pp) 272620.KPN_00800","0.455","0.653","0.733",,,"0.603","0.999","0.972"
"6867","","2196.0","pp","272620.KPN_01646 (pp) 272620.KPN_03502","","false","pp","272620.KPN_01646 (pp) 272620.KPN_03502","0.175",,,"0.424",,"0.127","0.785","0.542"
"6868","","2.28571429","pp","272620.KPN_00313 (pp) 272620.KPN_03141","","false","pp","272620.KPN_00313 (pp) 272620.KPN_03141","0.328","0.657","0.644",,,"0.05","0.912",
"6869","","939.27335998","pp","272620.KPN_00313 (pp) 272620.KPN_00973","","false","pp","272620.KPN_00313 (pp) 272620.KPN_00973","0.185","0.276","0.91",,,"0.133","0.948",
"6870","","2.61904762","pp","272620.KPN_00313 (pp) 272620.KPN_00972","","false","pp","272620.KPN_00313 (pp) 272620.KPN_00972","0.175","0.643","0.802",,,"0.197","0.947",
"6871","","68.54814807","pp","272620.KPN_00313 (pp) 272620.KPN_00971","","false","pp","272620.KPN_00313 (pp) 272620.KPN_00971","0.194","0.421","0.533",,,"0.077","0.772",
"6872","","2.61904762","pp","272620.KPN_00313 (pp) 272620.KPN_00970","","false","pp","272620.KPN_00313 (pp) 272620.KPN_00970","0.426","0.424","0.87",,,"0.161","0.959",
"6873","","398.37598389","pp","272620.KPN_00313 (pp) 272620.KPN_02221","","false","pp","272620.KPN_00313 (pp) 272620.KPN_02221",,"0.315","0.802",,,"0.617","0.944",
"6874","","1569.72590441","pp","272620.KPN_00313 (pp) 272620.KPN_02111","","false","pp","272620.KPN_00313 (pp) 272620.KPN_02111","0.266","0.234","0.911",,,"0.081","0.948",
"6875","","2.68571429","pp","272620.KPN_00313 (pp) 272620.KPN_02109","","false","pp","272620.KPN_00313 (pp) 272620.KPN_02109","0.191","0.591","0.66",,,"0.056","0.88",
"6876","","2.61904762","pp","272620.KPN_00313 (pp) 272620.KPN_00969","","false","pp","272620.KPN_00313 (pp) 272620.KPN_00969","0.175","0.547","0.668",,,"0.164","0.882",
"6877","","146.25913125","pp","272620.KPN_00318 (pp) 272620.KPN_00614","","false","pp","272620.KPN_00318 (pp) 272620.KPN_00614",,,"0.9",,,,"0.9",
"6878","","345.29709538","pp","272620.KPN_00318 (pp) 272620.KPN_00611","","false","pp","272620.KPN_00318 (pp) 272620.KPN_00611",,,"0.9",,,,"0.9",
"6879","","1722.38616899","pp","272620.KPN_00318 (pp) 272620.KPN_01091","","false","pp","272620.KPN_00318 (pp) 272620.KPN_01091",,,"0.906",,,,"0.906",
"6880","","342.21055538","pp","272620.KPN_00318 (pp) 272620.KPN_02663","","false","pp","272620.KPN_00318 (pp) 272620.KPN_02663",,,"0.9",,,,"0.9",
"6881","","119.9508956","pp","272620.KPN_03827 (pp) 272620.KPN_03830","","false","pp","272620.KPN_03827 (pp) 272620.KPN_03830","0.173","0.243",,"0.415",,"0.691","0.953","0.645"
"6882","","221.98120815","pp","272620.KPN_03827 (pp) 272620.KPN_04533","","false","pp","272620.KPN_03827 (pp) 272620.KPN_04533",,,,"0.513",,"0.118","0.94","0.871"
"6883","","54.69837048","pp","272620.KPN_03827 (pp) 272620.KPN_04532","","false","pp","272620.KPN_03827 (pp) 272620.KPN_04532",,"0.201",,,,"0.119","0.852","0.806"
"6884","","252.23536707","pp","272620.KPN_03827 (pp) 272620.KPN_04366","","false","pp","272620.KPN_03827 (pp) 272620.KPN_04366",,"0.603",,"0.226",,"0.046","0.775","0.322"
"6885","","664.8128135","pp","272620.KPN_03827 (pp) 272620.KPN_04365","","false","pp","272620.KPN_03827 (pp) 272620.KPN_04365",,"0.619",,"0.267",,"0.047","0.774","0.252"
"6886","","1151.39018275","pp","272620.KPN_02738 (pp) 272620.KPN_04837","","false","pp","272620.KPN_02738 (pp) 272620.KPN_04837",,,"0.873",,,"0.045","0.88","0.091"
"6887","","2439.26052252","pp","272620.KPN_02738 (pp) 272620.KPN_04651","","false","pp","272620.KPN_02738 (pp) 272620.KPN_04651",,,"0.9",,,"0.061","0.906","0.08"
"6888","","3311.43872038","pp","272620.KPN_02738 (pp) 272620.KPN_04413","","false","pp","272620.KPN_02738 (pp) 272620.KPN_04413","0.173",,"0.9",,,"0.357","0.951","0.183"
"6889","","1835.97529716","pp","272620.KPN_02738 (pp) 272620.KPN_03786","","false","pp","272620.KPN_02738 (pp) 272620.KPN_03786",,"0.225","0.873",,,"0.079","0.911","0.137"
"6890","","337.53755843","pp","272620.KPN_02738 (pp) 272620.KPN_02764","","false","pp","272620.KPN_02738 (pp) 272620.KPN_02764","0.175",,"0.873",,,,"0.919","0.291"
"6891","","1944.21883944","pp","272620.KPN_02738 (pp) 272620.KPN_03586","","false","pp","272620.KPN_02738 (pp) 272620.KPN_03586",,,"0.928",,,"0.073","0.93",
"6892","","465.59700421","pp","272620.KPN_00792 (pp) 272620.KPN_00796","","false","pp","272620.KPN_00792 (pp) 272620.KPN_00796","0.485","0.784",,,,"0.733","0.997","0.91"
"6893","","2.0","pp","272620.KPN_00792 (pp) 272620.KPN_00795","","false","pp","272620.KPN_00792 (pp) 272620.KPN_00795","0.808","0.784","0.873",,,"0.687","0.999","0.972"
"6894","","1728.40299579","pp","272620.KPN_00792 (pp) 272620.KPN_00793","","false","pp","272620.KPN_00792 (pp) 272620.KPN_00793","0.323","0.397","0.873",,,"0.393","0.989","0.701"
"6895","","2.0","pp","272620.KPN_01880 (pp) 272620.KPN_01881","","false","pp","272620.KPN_01880 (pp) 272620.KPN_01881","0.189","0.472","0.407","0.342",,"0.072","0.831","0.116"
"6896","","2.0","pp","272620.KPN_01885 (pp) 272620.KPN_01886","","false","pp","272620.KPN_01885 (pp) 272620.KPN_01886",,"0.782","0.541",,,"0.686","0.966",
"6897","","2.0","pp","272620.KPN_03820 (pp) 272620.KPN_03822","","false","pp","272620.KPN_03820 (pp) 272620.KPN_03822",,"0.054","0.8",,,,"0.803",
"6898","","898.74724961","pp","272620.KPN_00796 (pp) 272620.KPN_02920","","false","pp","272620.KPN_00796 (pp) 272620.KPN_02920","0.074",,"0.813",,,,"0.855","0.231"
"6899","","323.85844878","pp","272620.KPN_00796 (pp) 272620.KPN_02477","","false","pp","272620.KPN_00796 (pp) 272620.KPN_02477",,,"0.802",,,"0.119","0.949","0.733"
"6900","","752.2201649","pp","272620.KPN_00796 (pp) 272620.KPN_02476","","false","pp","272620.KPN_00796 (pp) 272620.KPN_02476",,,"0.873",,,"0.119","0.949","0.584"
"6901","","465.59700421","pp","272620.KPN_00795 (pp) 272620.KPN_00796","","false","pp","272620.KPN_00795 (pp) 272620.KPN_00796","0.556","0.784","0.9",,,"0.845","0.999","0.667"
"6902","","2.0","pp","272620.KPN_00553 (pp) 272620.KPN_00882","","false","pp","272620.KPN_00553 (pp) 272620.KPN_00882","0.175",,"0.873",,,,"0.98","0.823"
"6903","","626.78010665","pp","272620.KPN_00793 (pp) 272620.KPN_04659","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04659",,,"0.873",,,,"0.874","0.052"
"6904","","626.20528129","pp","272620.KPN_00793 (pp) 272620.KPN_03624","","false","pp","272620.KPN_00793 (pp) 272620.KPN_03624",,,"0.873",,,,"0.877","0.072"
"6905","","232.68414579","pp","272620.KPN_00793 (pp) 272620.KPN_03580","","false","pp","272620.KPN_00793 (pp) 272620.KPN_03580","0.072",,"0.873",,,,"0.887","0.117"
"6906","","268.12296459","pp","272620.KPN_00793 (pp) 272620.KPN_04529","","false","pp","272620.KPN_00793 (pp) 272620.KPN_04529",,,"0.873",,,,"0.877","0.068"
